Format,Player,Runs,Mins,BF,4s,6s,SR,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
T20,RA Jadeja,3*,14,4,0,0,75.0,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,AR Patel,3*,13,5,0,0,60.0,1,,v Bangladesh,North Sound,22 Jun 2024,
T20,HH Pandya,3*,5,4,0,0,75.0,2,,v England,Eden Gardens,22 Jan 2025,
T20,SK Raina,3,7,8,0,0,37.5,2,,v South Africa,Nottingham,16 Jun 2009,
T20,RG Sharma,3,-,4,0,0,75.0,2,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,G Gambhir,3,12,6,0,0,50.0,2,,v New Zealand,Chennai,11 Sep 2012,
T20,AM Rahane,3,8,5,0,0,60.0,1,,v England,Wankhede,22 Dec 2012,
T20,RA Jadeja,3,9,3,0,0,100.0,1,,v Australia,Mirpur,30 Mar 2014,
T20,AM Rahane,3,6,8,0,0,37.5,1,,v Sri Lanka,Mirpur,6 Apr 2014,
T20,S Dhawan,3,16,4,0,0,75.0,1,,v South Africa,Dharamsala,2 Oct 2015,
T20,Yuvraj Singh,3,8,6,0,0,50.0,1,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,MK Pandey,3,4,5,0,0,60.0,1,,v England,Kanpur,26 Jan 2017,
T20,S Dhawan,3,-,8,0,0,37.5,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,RR Pant,3,6,5,0,0,60.0,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,S Dhawan,3,-,5,0,0,60.0,2,,v West Indies,Providence,6 Aug 2019,
T20,S Dube,3,11,7,0,0,42.85,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,KL Rahul,3,15,8,0,0,37.5,1,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,Ishan Kishan,3,9,5,0,0,60.0,1,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,HV Patel,3,13,6,0,0,50.0,1,,v England,Southampton,7 Jul 2022,
T20,DJ Hooda,3,8,4,0,0,75.0,1,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,V Kohli,3,19,9,0,0,33.33,2,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,RR Pant,3,7,5,0,0,60.0,1,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,Shubman Gill,3,9,9,0,0,33.33,2,,v West Indies,Tarouba,3 Aug 2023,
T20,Kuldeep Yadav,3,21,9,0,0,33.33,2,,v West Indies,Tarouba,3 Aug 2023,
T20,S Dube,3,7,9,0,0,33.33,1,,v Pakistan,New York,9 Jun 2024,
T20,RG Sharma,3,12,6,0,0,50.0,2,,v U.S.A.,New York,12 Jun 2024,
T20,SA Yadav,3,9,4,0,0,75.0,1,,v South Africa,Bridgetown,29 Jun 2024,
T20,SV Samson,3,11,6,0,0,50.0,2,,v England,Rajkot,28 Jan 2025,
T20,JM Sharma,3,9,4,0,0,75.0,1,,v Australia,Carrara,6 Nov 2025,
T20,RP Singh,2*,4,2,0,0,100.0,2,,v South Africa,Nottingham,16 Jun 2009,
T20,R Vinay Kumar,2*,5,4,0,0,50.0,1,,v England,Manchester,31 Aug 2011,
T20,R Ashwin,2*,5,3,0,0,66.66,1,,v Australia,Mirpur,30 Mar 2014,
T20,AR Patel,2*,7,3,0,0,66.66,1,,v South Africa,Dharamsala,2 Oct 2015,
T20,B Kumar,2*,12,3,0,0,66.66,2,,v New Zealand,Rajkot,4 Nov 2017,
T20,KD Karthik,2*,-,2,0,0,100.0,2,,v Bangladesh,Colombo (RPS),8 Mar 2018,
T20,KD Karthik,2*,-,2,0,0,100.0,1,,v Bangladesh,Colombo (RPS),14 Mar 2018,
T20,MK Pandey,2*,-,5,0,0,40.0,2,,v West Indies,Providence,6 Aug 2019,
T20,V Kohli,2*,7,2,0,0,100.0,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,AR Patel,2*,26,4,0,0,50.0,1,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,Arshdeep Singh,2*,2,1,0,0,200.0,1,,v England,Southampton,7 Jul 2022,
T20,Arshdeep Singh,2*,2,1,0,0,200.0,1,,v South Africa,Perth,30 Oct 2022,
T20,DJ Hooda,2*,6,2,0,0,100.0,1,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,Arshdeep Singh,2*,4,2,0,0,100.0,1,,v Australia,Bengaluru,3 Dec 2023,
T20,Mohammed Siraj,2*,2,1,0,0,200.0,1,,v South Africa,Johannesburg,14 Dec 2023,
T20,Arshdeep Singh,2*,8,2,0,0,100.0,1,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,RR Pant,2*,4,2,0,0,100.0,2,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,AR Patel,2*,5,2,0,0,100.0,1,,v England,Wankhede,5 Mar 2026,
T20,MS Dhoni,2,5,6,0,0,33.33,1,,v New Zealand,Christchurch,25 Feb 2009,
T20,IK Pathan,2,7,3,0,0,66.66,1,,v West Indies,Lord's,12 Jun 2009,
T20,SK Raina,2,7,5,0,0,40.0,2,,v England,Lord's,14 Jun 2009,
T20,M Vijay,2,8,7,0,0,28.57,2,,v Australia,Bridgetown,7 May 2010,
T20,MS Dhoni,2,10,8,0,0,25.0,2,,v Australia,Bridgetown,7 May 2010,
T20,NV Ojha,2,12,9,0,0,22.22,2,,v Zimbabwe,Harare,12 Jun 2010,
T20,SK Raina,2,5,6,0,0,33.33,1,,v West Indies,Port of Spain,4 Jun 2011,
T20,V Kohli,2,5,6,0,0,33.33,1,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,RG Sharma,2,8,2,0,0,100.0,1,,v Pakistan,Bengaluru,25 Dec 2012,
T20,RA Jadeja,2,4,4,0,0,50.0,1,,v Pakistan,Bengaluru,25 Dec 2012,
T20,MS Dhoni,2,2,2,0,0,100.0,1,,v Sri Lanka,Pune,9 Feb 2016,
T20,HH Pandya,2,10,6,0,0,33.33,1,,v Sri Lanka,Pune,9 Feb 2016,
T20,S Dhawan,2,6,4,0,0,50.0,1,,v Bangladesh,Mirpur,24 Feb 2016,
T20,HH Pandya,2,3,4,0,0,50.0,2,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,HH Pandya,2,3,3,0,0,66.66,1,,v England,Nagpur,29 Jan 2017,
T20,V Kohli,2,6,4,0,0,50.0,1,,v England,Bengaluru,1 Feb 2017,
T20,MS Dhoni,2,-,3,0,0,66.66,1,,v West Indies,Kingston,9 Jul 2017,
T20,S Dhawan,2,25,6,0,0,33.33,1,,v Australia,Guwahati,10 Oct 2017,
T20,KH Pandya,2,-,4,0,0,50.0,2,,v Australia,Brisbane,21 Nov 2018,
T20,MS Dhoni,2,9,4,0,0,50.0,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,UT Yadav,2,8,4,0,0,50.0,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,RG Sharma,2,-,6,0,0,33.33,1,,v Bangladesh,Nagpur,10 Nov 2019,
T20,SV Samson,2,-,5,0,0,40.0,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,MK Pandey,2,-,8,0,0,25.0,1,,v Australia,Canberra,4 Dec 2020,
T20,Ishan Kishan,2,12,10,0,0,20.0,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,B Kumar,2,10,4,0,0,50.0,1,,v England,Birmingham,9 Jul 2022,
T20,Ravi Bishnoi,2,2,2,0,0,100.0,2,,v England,Nottingham,10 Jul 2022,
T20,V Kohli,2,12,7,0,0,28.57,1,,v Australia,Mohali,20 Sep 2022,
T20,R Ashwin,2,11,4,0,0,50.0,2,,v South Africa,Indore,4 Oct 2022,
T20,AR Patel,2,7,3,0,0,66.66,2,,v Pakistan,Melbourne,23 Oct 2022,
T20,HH Pandya,2,6,3,0,0,66.66,1,,v South Africa,Perth,30 Oct 2022,
T20,RG Sharma,2,18,8,0,0,25.0,1,,v Bangladesh,Adelaide,2 Nov 2022,
T20,Ishan Kishan,2,6,5,0,0,40.0,2,,v Sri Lanka,Pune,5 Jan 2023,
T20,Shivam Mavi,2,5,3,0,0,66.66,2,,v New Zealand,Ranchi,27 Jan 2023,
T20,NT Tilak Varma,2,-,10,0,0,20.0,1,,v Nepal,Hangzhou,3 Oct 2023,
T20,AR Patel,2,11,6,0,0,33.33,2,,v Australia,Visakhapatnam,23 Nov 2023,
T20,Ravi Bishnoi,2,9,2,0,0,100.0,1,,v Australia,Bengaluru,3 Dec 2023,
T20,SA Yadav,2,9,4,0,0,50.0,2,,v Ireland,New York,5 Jun 2024,
T20,RA Jadeja,2,1,2,0,0,100.0,1,,v South Africa,Bridgetown,29 Jun 2024,
T20,R Parag,2,6,3,0,0,66.66,2,,v Zimbabwe,Harare,6 Jul 2024,
T20,Shubman Gill,2,5,4,0,0,50.0,1,,v Zimbabwe,Harare,7 Jul 2024,
T20,HH Pandya,2,10,6,0,0,33.33,1,,v South Africa,Durban,8 Nov 2024,
T20,AR Patel,2,5,3,0,0,66.66,2,,v England,Chennai,25 Jan 2025,
T20,DC Jurel,2,52,4,0,0,50.0,2,,v England,Rajkot,28 Jan 2025,
T20,SA Yadav,2,6,3,0,0,66.66,1,,v England,Wankhede,2 Feb 2025,
T20,S Dube,2,6,3,0,0,66.66,1,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,HH Pandya,2,4,3,0,0,66.66,1,,v Sri Lanka,Dubai (DICS),26 Sep 2025,
T20,SV Samson,2,5,4,0,0,50.0,1,,v Australia,Melbourne,31 Oct 2025,
T20,HH Pandya,2,9,5,0,0,40.0,2,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,Arshdeep Singh,2,2,2,0,0,100.0,1,,v Namibia,Delhi,12 Feb 2026,
T20,S Sreesanth,1*,2,3,0,0,33.33,1,,v Pakistan,Durban,14 Sep 2007,
T20,RP Singh,1*,5,1,0,0,100.0,2,,v New Zealand,Johannesburg,16 Sep 2007,
T20,YK Pathan,1*,10,1,0,0,100.0,1,,v Bangladesh,Nottingham,6 Jun 2009,
T20,RG Sharma,1*,2,1,0,0,100.0,1,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,SK Raina,1*,2,1,0,0,100.0,1,,v England,Colombo (RPS),23 Sep 2012,
T20,Harbhajan Singh,1*,2,1,0,0,100.0,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,SK Raina,1*,4,1,0,0,100.0,1,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,SK Raina,1*,2,1,0,0,100.0,2,,v West Indies,Mirpur,23 Mar 2014,
T20,Sandeep Sharma,1*,-,1,0,0,100.0,2,,v Zimbabwe,Harare,19 Jul 2015,
T20,RA Jadeja,1*,-,1,0,0,100.0,1,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,R Dhawan,1*,-,2,0,0,50.0,2,,v Zimbabwe,Harare,18 Jun 2016,
T20,DS Kulkarni,1*,7,1,0,0,100.0,1,,v Zimbabwe,Harare,22 Jun 2016,
T20,MS Dhoni,1*,-,1,0,0,100.0,2,,v Sri Lanka,Colombo (RPS),6 Sep 2017,
T20,JJ Bumrah,1*,2,2,0,0,50.0,2,,v New Zealand,Rajkot,4 Nov 2017,
T20,MK Pandey,1*,4,1,0,0,100.0,1,,v Sri Lanka,Indore,22 Dec 2017,
T20,AR Patel,1*,5,1,0,0,100.0,1,,v South Africa,Cape Town,24 Feb 2018,
T20,B Kumar,1*,-,1,0,0,100.0,2,,v Australia,Brisbane,21 Nov 2018,
T20,KK Ahmed,1*,2,1,0,0,100.0,2,,v New Zealand,Wellington,6 Feb 2019,
T20,DL Chahar,1*,-,1,0,0,100.0,1,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,RR Pant,1*,-,1,0,0,100.0,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,NA Saini,1*,1,1,0,0,100.0,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,AR Patel,1*,4,1,0,0,100.0,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,HV Patel,1*,3,1,0,0,100.0,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,KD Karthik,1*,5,2,0,0,50.0,1,,v South Africa,Delhi,9 Jun 2022,
T20,HV Patel,1*,4,1,0,0,100.0,1,,v South Africa,Rajkot,17 Jun 2022,
T20,RR Pant,1*,2,1,0,0,100.0,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,B Kumar,1*,3,1,0,0,100.0,1,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,B Kumar,1*,4,1,0,0,100.0,1,,v England,Southampton,7 Jul 2022,
T20,Avesh Khan,1*,7,1,0,0,100.0,2,,v England,Nottingham,10 Jul 2022,
T20,Arshdeep Singh,1*,4,1,0,0,100.0,1,,v West Indies,Basseterre,1 Aug 2022,
T20,Avesh Khan,1*,2,2,0,0,50.0,1,,v West Indies,Lauderhill,7 Aug 2022,
T20,KD Karthik,1*,3,1,0,0,100.0,2,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,Arshdeep Singh,1*,4,1,0,0,100.0,1,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,KD Karthik,1*,4,1,0,0,100.0,2,,v Australia,Hyderabad,25 Sep 2022,
T20,R Ashwin,1*,2,1,0,0,100.0,2,,v Pakistan,Melbourne,23 Oct 2022,
T20,B Kumar,1*,1,1,0,0,100.0,1,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,Umran Malik,1*,3,1,0,0,100.0,2,,v Sri Lanka,Pune,5 Jan 2023,
T20,YS Chahal,1*,5,1,0,0,100.0,2,,v West Indies,Tarouba,3 Aug 2023,
T20,Mukesh Kumar,1*,1,1,0,0,100.0,2,,v West Indies,Tarouba,3 Aug 2023,
T20,SV Samson,1*,1,1,0,0,100.0,2,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,Avesh Khan,1*,3,1,0,0,100.0,1,,v Australia,Raipur,1 Dec 2023,
T20,Arshdeep Singh,1*,1,1,0,0,100.0,1,,v England,Providence,27 Jun 2024,
T20,RK Singh,1*,1,1,0,0,100.0,1,,v Zimbabwe,Harare,10 Jul 2024,
T20,Washington Sundar,1*,3,1,0,0,100.0,1,,v Zimbabwe,Harare,14 Jul 2024,
T20,Arshdeep Singh,1*,1,1,0,0,100.0,1,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,MP Yadav,1*,1,1,0,0,100.0,1,,v Bangladesh,Delhi,9 Oct 2024,
T20,Washington Sundar,1*,1,1,0,0,100.0,1,,v Bangladesh,Hyderabad,12 Oct 2024,
T20,AR Patel,1*,1,1,0,0,100.0,1,,v South Africa,Centurion,13 Nov 2024,
T20,CV Varun,1*,2,2,0,0,50.0,2,,v England,Rajkot,28 Jan 2025,
T20,Kuldeep Yadav,1*,5,3,0,0,33.33,1,,v Oman,Abu Dhabi,19 Sep 2025,
T20,CV Varun,1*,2,1,0,0,100.0,1,,v Australia,Carrara,6 Nov 2025,
T20,CV Varun,1*,5,1,0,0,100.0,1,,v Namibia,Delhi,12 Feb 2026,
T20,Yuvraj Singh,1,8,4,0,0,25.0,1,,v Pakistan,Durban,14 Sep 2007,
T20,Harbhajan Singh,1,4,4,0,0,25.0,1,,v Pakistan,Durban,14 Sep 2007,
T20,AB Agarkar,1,4,2,0,0,50.0,2,,v New Zealand,Johannesburg,16 Sep 2007,
T20,RV Uthappa,1,7,3,0,0,33.33,1,,v Australia,Melbourne,1 Feb 2008,
T20,Harbhajan Singh,1,5,3,0,0,33.33,1,,v Australia,Melbourne,1 Feb 2008,
T20,V Sehwag,1,4,1,0,0,100.0,2,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,Yuvraj Singh,1,4,3,0,0,33.33,1,,v New Zealand,Christchurch,25 Feb 2009,
T20,Yuvraj Singh,1,5,2,0,0,50.0,2,,v Australia,Bridgetown,7 May 2010,
T20,YK Pathan,1,6,5,0,0,20.0,2,,v Australia,Bridgetown,7 May 2010,
T20,Yuvraj Singh,1,2,2,0,0,50.0,1,,v Sri Lanka,Gros Islet,11 May 2010,
T20,RG Sharma,1,7,3,0,0,33.33,1,,v England,Manchester,31 Aug 2011,
T20,P Kumar,1,5,4,0,0,25.0,1,,v England,Manchester,31 Aug 2011,
T20,RV Uthappa,1,6,3,0,0,33.33,1,,v England,Eden Gardens,29 Oct 2011,
T20,RG Sharma,1,5,2,0,0,50.0,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,R Ashwin,1,5,3,0,0,33.33,1,,v England,Wankhede,22 Dec 2012,
T20,MS Dhoni,1,7,2,0,0,50.0,1,,v Pakistan,Bengaluru,25 Dec 2012,
T20,Yuvraj Singh,1,3,2,0,0,50.0,2,,v Pakistan,Mirpur,21 Mar 2014,
T20,S Dhawan,1,11,6,0,0,16.66,2,,v Bangladesh,Mirpur,28 Mar 2014,
T20,V Kohli,1,3,1,0,0,100.0,1,,v South Africa,Cuttack,5 Oct 2015,
T20,SK Raina,1,10,4,0,0,25.0,2,,v Pakistan,Mirpur,27 Feb 2016,
T20,S Dhawan,1,9,3,0,0,33.33,2,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,RG Sharma,1,8,5,0,0,20.0,2,,v Bangladesh,Mirpur,6 Mar 2016,
T20,S Dhawan,1,-,3,0,0,33.33,2,,v New Zealand,Nagpur,15 Mar 2016,
T20,SK Raina,1,-,2,0,0,50.0,2,,v New Zealand,Nagpur,15 Mar 2016,
T20,HH Pandya,1,-,7,0,0,14.28,2,,v New Zealand,Nagpur,15 Mar 2016,
T20,B Kumar,1,6,6,0,0,16.66,1,,v Australia,Guwahati,10 Oct 2017,
T20,S Dhawan,1,6,4,0,0,25.0,2,,v New Zealand,Rajkot,4 Nov 2017,
T20,HH Pandya,1,3,2,0,0,50.0,2,,v New Zealand,Rajkot,4 Nov 2017,
T20,V Kohli,1,6,5,0,0,20.0,1,,v South Africa,Centurion,21 Feb 2018,
T20,SK Raina,1,-,3,0,0,33.33,1,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,RR Pant,1,-,4,0,0,25.0,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,RG Sharma,1,10,5,0,0,20.0,2,,v New Zealand,Wellington,6 Feb 2019,
T20,B Kumar,1,3,3,0,0,33.33,2,,v New Zealand,Wellington,6 Feb 2019,
T20,YS Chahal,1,7,3,0,0,33.33,2,,v New Zealand,Wellington,6 Feb 2019,
T20,KD Karthik,1,2,3,0,0,33.33,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,KH Pandya,1,8,6,0,0,16.66,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,RR Pant,1,6,6,0,0,16.66,1,,v Australia,Bengaluru,27 Feb 2019,
T20,S Dhawan,1,-,7,0,0,14.28,2,,v West Indies,Lauderhill,3 Aug 2019,
T20,S Dube,1,-,4,0,0,25.0,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,SS Iyer,1,10,7,0,0,14.28,1,,v New Zealand,Wellington,31 Jan 2020,
T20,YS Chahal,1,6,2,0,0,50,1,,v New Zealand,Wellington,31 Jan 2020,
T20,S Dhawan,1,-,6,0,0,16.66,1,,v Australia,Canberra,4 Dec 2020,
T20,KL Rahul,1,5,4,0,0,25,1,,v England,Ahmedabad,12 Mar 2021,
T20,V Kohli,1,3,5,0,0,20,1,,v England,Ahmedabad,18 Mar 2021,
T20,SA Yadav,1,3,2,0,0,50,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,RG Sharma,1,5,2,0,0,50,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,RD Gaikwad,1,5,4,0,0,25,1,,v South Africa,Cuttack,12 Jun 2022,
T20,V Kohli,1,8,3,0,0,33.33,1,,v England,Birmingham,9 Jul 2022,
T20,RR Pant,1,7,5,0,0,20,2,,v England,Nottingham,10 Jul 2022,
T20,HH Pandya,1,10,3,0,0,33.33,1,,v West Indies,Tarouba,29 Jul 2022,
T20,B Kumar,1,6,3,0,0,33.33,1,,v West Indies,Basseterre,1 Aug 2022,
T20,KL Rahul,1,6,4,0,0,25,2,,v Australia,Hyderabad,25 Sep 2022,
T20,SS Iyer,1,9,4,0,0,25,2,,v South Africa,Indore,4 Oct 2022,
T20,KD Karthik,1,10,2,0,0,50,2,,v Pakistan,Melbourne,23 Oct 2022,
T20,Ishan Kishan,1,4,2,0,0,50,1,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,Ishan Kishan,1,8,3,0,0,33.33,1,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,SA Yadav,1,4,3,0,0,33.33,1,,v West Indies,Providence,6 Aug 2023,
T20,YBK Jaiswal,1,3,2,0,0,50,2,,v West Indies,Providence,8 Aug 2023,
T20,NT Tilak Varma,1,2,2,0,0,50,1,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,SA Yadav,1,2,2,0,0,50,1,,v Australia,Raipur,1 Dec 2023,
T20,JM Sharma,1,7,3,0,0,33.33,1,,v South Africa,Gqeberha,12 Dec 2023,
T20,S Dube,1,5,6,0,0,16.66,1,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,V Kohli,1,13,5,0,0,20,2,,v Ireland,New York,5 Jun 2024,
T20,RK Singh,1,8,2,0,0,50,1,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,RK Singh,1,2,2,0,0,50,1,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,Ravi Bishnoi,1,6,3,0,0,33.33,1,,v South Africa,Durban,8 Nov 2024,
T20,SA Yadav,1,4,4,0,0,25,1,,v South Africa,Centurion,13 Nov 2024,
T20,SV Samson,1,7,3,0,0,33.33,1,,v England,Pune,31 Jan 2025,
T20,HH Pandya,1,2,1,0,0,100,1,,v Oman,Abu Dhabi,19 Sep 2025,
T20,Arshdeep Singh,1,2,1,0,0,100,1,,v Oman,Abu Dhabi,19 Sep 2025,
T20,SA Yadav,1,7,5,0,0,20,2,,v Pakistan,Dubai (DICS),28 Sep 2025,
T20,SA Yadav,1,5,4,0,0,25,1,,v Australia,Melbourne,31 Oct 2025,
T20,S Dube,1,2,2,0,0,50,2,,v South Africa,New Chandigarh,11 Dec 2025,
T20,Kuldeep Yadav,1,4,3,0,0,33.33,2,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,RK Singh,1,6,6,0,0,16.66,1,,v Namibia,Delhi,12 Feb 2026,
T20,NT Tilak Varma,1,3,2,0,0,50,2,,v South Africa,Ahmedabad,22 Feb 2026,
T20,Arshdeep Singh,1,2,2,0,0,50,2,,v South Africa,Ahmedabad,22 Feb 2026,
T20,IK Pathan,0*,1,0,0,0,-,1,,v England,Durban,19 Sep 2007,
T20,IK Pathan,0*,1,1,0,0,0,1,,v South Africa,Durban,20 Sep 2007,
T20,IK Pathan,0*,1,1,0,0,0,1,,v Australia,Durban,22 Sep 2007,
T20,Z Khan,0*,1,0,0,0,-,1,,v West Indies,Lord's,12 Jun 2009,
T20,Harbhajan Singh,0*,1,0,0,0,-,1,,v South Africa,Gros Islet,2 May 2010,
T20,Z Khan,0*,1,1,0,0,0,2,,v West Indies,Bridgetown,9 May 2010,
T20,RG Sharma,0*,1,0,0,0,-,2,,v Zimbabwe,Harare,13 Jun 2010,
T20,RA Jadeja,0*,3,0,0,0,-,2,,v England,Pune,20 Dec 2012,
T20,B Kumar,0*,1,1,0,0,0,1,,v Australia,Mirpur,30 Mar 2014,
T20,MS Dhoni,0*,3,1,0,0,0,2,,v South Africa,Mirpur,4 Apr 2014,
T20,MM Sharma,0*,9,4,0,0,0,1,,v South Africa,Cuttack,5 Oct 2015,
T20,SK Raina,0*,1,0,0,0,-,1,,v Australia,Melbourne,29 Jan 2016,
T20,RA Jadeja,0*,1,0,0,0,-,1,,v Bangladesh,Mirpur,24 Feb 2016,
T20,JJ Bumrah,0*,-,2,0,0,0,2,,v New Zealand,Nagpur,15 Mar 2016,
T20,JJ Bumrah,0*,2,0,0,0,-,1,,v England,Kanpur,26 Jan 2017,
T20,JJ Bumrah,0*,1,0,0,0,-,1,,v England,Nagpur,29 Jan 2017,
T20,MS Dhoni,0*,3,0,0,0,-,1,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,Washington Sundar,0*,-,0,0,0,-,2,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,MK Pandey,0*,1,0,0,0,-,1,,v Ireland,Dublin (Malahide),27 Jun 2018,
T20,KD Karthik,0*,-,0,0,0,-,2,,v West Indies,Chennai,11 Nov 2018,
T20,YS Chahal,0*,15,4,0,0,0,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,DL Chahar,0*,3,0,0,0,-,1,,v South Africa,Bengaluru,22 Sep 2019,
T20,NA Saini,0*,2,1,0,0,0,1,,v South Africa,Bengaluru,22 Sep 2019,
T20,S Dube,0*,-,0,0,0,-,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,SS Iyer,0*,-,0,0,0,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,DL Chahar,0*,-,0,0,0,-,1,,v Australia,Canberra,4 Dec 2020,
T20,DL Chahar,0*,-,0,0,0,-,2,,v Australia,Sydney,8 Dec 2020,
T20,B Kumar,0*,2,0,0,0,-,1,,v England,Ahmedabad,18 Mar 2021,
T20,Mohammed Shami,0*,-,0,0,0,-,1,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,Mohammed Shami,0*,6,0,0,0,-,1,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,SS Iyer,0*,8,1,0,0,0,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,JJ Bumrah,0*,5,0,0,0,-,1,,v England,Birmingham,9 Jul 2022,
T20,Kuldeep Yadav,0*,5,0,0,0,-,1,,v West Indies,Lauderhill,7 Aug 2022,
T20,B Kumar,0*,9,0,0,0,-,1,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,AR Patel,0*,6,0,0,0,-,1,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,R Ashwin,0*,4,0,0,0,-,1,,v England,Adelaide,10 Nov 2022,
T20,Arshdeep Singh,0*,15,6,0,0,0,2,,v New Zealand,Ranchi,27 Jan 2023,
T20,YS Chahal,0*,6,1,0,0,0,1,,v West Indies,Lauderhill,13 Aug 2023,
T20,Washington Sundar,0*,1,1,0,0,0,1,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,Mukesh Kumar,0*,1,0,0,0,-,2,,v Australia,Visakhapatnam,23 Nov 2023,
T20,Arshdeep Singh,0*,4,0,0,0,-,1,,v South Africa,Johannesburg,14 Dec 2023,
T20,S Dube,0*,3,2,0,0,0,2,,v Ireland,New York,5 Jun 2024,
T20,KK Ahmed,0*,14,1,0,0,0,2,,v Zimbabwe,Harare,6 Jul 2024,
T20,Washington Sundar,0*,6,0,0,0,-,1,,v Bangladesh,Delhi,9 Oct 2024,
T20,Ravi Bishnoi,0*,3,0,0,0,-,1,,v England,Pune,31 Jan 2025,
T20,Mohammed Shami,0*,8,4,0,0,0,1,,v England,Wankhede,2 Feb 2025,
T20,CV Varun,0*,10,1,0,0,0,1,,v Australia,Melbourne,31 Oct 2025,
T20,JJ Bumrah,0*,1,0,0,0,-,2,,v South Africa,New Chandigarh,11 Dec 2025,
T20,JM Sharma,0*,1,0,0,0,-,1,,v South Africa,Ahmedabad,19 Dec 2025,
T20,CV Varun,0*,17,3,0,0,0,2,,v South Africa,Ahmedabad,22 Feb 2026,
T20,CV Varun,0*,1,1,0,0,0,1,,v England,Wankhede,5 Mar 2026,
T20,MS Dhoni,0,8,2,0,0,0,2,,v South Africa,Johannesburg,1 Dec 2006,
T20,G Gambhir,0,2,3,0,0,0,1,,v Pakistan,Durban,14 Sep 2007,
T20,RV Uthappa,0,3,2,0,0,0,2,,v New Zealand,Johannesburg,16 Sep 2007,
