Format,Player,Runs,Mins,BF,4s,6s,SR,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
T20,Ishan Kishan,34,44,31,5,0,109.67,1,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Ishan Kishan,34,31,21,2,3,161.9,1,,v South Africa,Cuttack,12 Jun 2022,
T20,SA Yadav,34,60,29,1,1,117.24,1,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,S Dube,34,38,24,0,3,141.66,1,,v Bangladesh,North Sound,22 Jun 2024,
T20,Shubman Gill,34,28,16,6,1,212.5,1,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,R Parag,34,26,13,1,4,261.53,1,,v Bangladesh,Hyderabad,12 Oct 2024,
T20,Abhishek Sharma,34,28,21,6,1,161.9,1,,v South Africa,Ahmedabad,19 Dec 2025,
T20,SA Yadav,34,47,28,2,1,121.42,1,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,IK Pathan,33*,22,16,2,2,206.25,2,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,YK Pathan,33*,29,17,1,2,194.11,2,,v England,Lord's,14 Jun 2009,
T20,HH Pandya,33*,-,14,4,2,235.71,2,,v England,Bristol,8 Jul 2018,
T20,KD Karthik,33*,29,16,0,4,206.25,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,RR Pant,33*,-,22,3,1,150.0,1,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,SS Iyer,33*,-,31,1,2,106.45,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,RR Pant,33*,39,26,3,1,126.92,2,,v West Indies,Basseterre,2 Aug 2022,
T20,HH Pandya,33*,41,17,4,1,194.11,2,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,MS Dhoni,33,46,31,3,1,106.45,1,,v Pakistan,Durban,14 Sep 2007,
T20,SK Raina,33,26,19,2,3,173.68,1,,v England,Manchester,31 Aug 2011,
T20,MS Dhoni,33,39,23,4,0,143.47,1,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,S Dhawan,33,40,28,2,2,117.85,2,,v England,Birmingham,7 Sep 2014,
T20,AM Rahane,33,44,32,2,0,103.12,1,,v Zimbabwe,Harare,17 Jul 2015,
T20,VR Iyer,33,28,18,4,1,183.33,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,DJ Hooda,33,28,17,3,2,194.11,1,,v England,Southampton,7 Jul 2022,
T20,RG Sharma,33,24,16,2,3,206.25,1,,v West Indies,Lauderhill,6 Aug 2022,
T20,NT Tilak Varma,33,27,18,3,2,183.33,1,,v South Africa,Durban,8 Nov 2024,
T20,S Dube,33,42,22,2,2,150.0,2,,v Pakistan,Dubai (DICS),28 Sep 2025,
T20,SA Yadav,33,25,13,3,2,253.84,1,,v Zimbabwe,Chennai,26 Feb 2026,
T20,MK Pandey,32*,30,18,2,2,177.77,1,,v Sri Lanka,Cuttack,20 Dec 2017,
T20,HH Pandya,32*,-,9,1,4,355.55,1,,v Ireland,Dublin (Malahide),29 Jun 2018,
T20,MS Dhoni,32*,-,24,5,0,133.33,1,,v England,Cardiff,6 Jul 2018,
T20,Yuvraj Singh,32,43,21,3,2,152.38,2,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,SK Raina,32,38,25,4,1,128.0,2,,v West Indies,Bridgetown,9 May 2010,
T20,S Dhawan,32,40,19,5,0,168.42,2,,v Australia,Rajkot,10 Oct 2013,
T20,AM Rahane,32,41,30,2,1,106.66,2,,v South Africa,Mirpur,4 Apr 2014,
T20,MK Pandey,32,48,29,4,0,110.34,2,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,RG Sharma,32,-,30,3,1,106.66,2,,v England,Manchester,3 Jul 2018,
T20,S Dhawan,32,-,29,2,0,110.34,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,SA Yadav,32,22,17,3,2,188.23,1,,v England,Ahmedabad,20 Mar 2021,
T20,RD Gaikwad,32,58,28,3,1,114.28,1,,v Australia,Raipur,1 Dec 2023,
T20,HH Pandya,32,40,24,3,2,133.33,1,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,HH Pandya,32,25,19,2,2,168.42,1,,v Bangladesh,Delhi,9 Oct 2024,
T20,SA Yadav,32,36,22,4,1,145.45,1,,v New Zealand,Nagpur,21 Jan 2026,
T20,SA Yadav,32,50,29,3,0,110.34,1,,v Pakistan,Colombo (RPS),15 Feb 2026,
T20,KD Karthik,31*,44,28,3,1,110.71,2,,v South Africa,Johannesburg,1 Dec 2006,
T20,Yuvraj Singh,31*,34,25,1,3,124.0,2,,v Australia,Brabourne,20 Oct 2007,
T20,R Ashwin,31*,33,24,5,0,129.16,1,,v Sri Lanka,Pune,9 Feb 2016,
T20,KD Karthik,31*,-,34,3,1,91.17,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,MK Pandey,31*,-,18,4,0,172.22,1,,v Sri Lanka,Pune,10 Jan 2020,
T20,HH Pandya,31*,20,12,2,3,258.33,1,,v South Africa,Delhi,9 Jun 2022,
T20,HH Pandya,31*,34,21,4,0,147.61,1,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,AR Patel,31*,25,20,3,1,155.0,1,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,RK Singh,31*,14,9,4,2,344.44,1,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,NT Tilak Varma,31*,46,24,4,0,129.16,1,,v Australia,Guwahati,28 Nov 2023,
T20,S Dube,31*,51,35,1,1,88.57,2,,v U.S.A.,New York,12 Jun 2024,
T20,YK Pathan,31,27,23,3,1,134.78,1,,v West Indies,Lord's,12 Jun 2009,
T20,R Dravid,31,23,21,0,3,147.61,1,,v England,Manchester,31 Aug 2011,
T20,V Kohli,31,29,24,3,0,129.16,2,,v Australia,Melbourne,3 Feb 2012,
T20,IK Pathan,31,48,30,2,1,103.33,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,RG Sharma,31,21,20,4,1,155.0,1,,v Australia,Adelaide,26 Jan 2016,
T20,HH Pandya,31,25,18,4,1,172.22,1,,v Bangladesh,Mirpur,24 Feb 2016,
T20,Mandeep Singh,31,-,27,5,0,114.81,2,,v Zimbabwe,Harare,18 Jun 2016,
T20,SK Raina,31,44,24,5,0,129.16,1,,v South Africa,Centurion,21 Feb 2018,
T20,S Dhawan,31,-,27,4,0,114.81,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,RG Sharma,31,26,20,3,2,155.0,1,,v England,Birmingham,9 Jul 2022,
T20,HH Pandya,31,44,31,1,2,100.0,1,,v West Indies,Basseterre,1 Aug 2022,
T20,DL Chahar,31,26,17,2,3,182.35,2,,v South Africa,Indore,4 Oct 2022,
T20,AR Patel,31,22,21,2,1,147.61,1,,v Australia,Bengaluru,3 Dec 2023,
T20,JM Sharma,31,21,20,5,0,155.0,2,,v Afghanistan,Mohali,11 Jan 2024,
T20,SA Yadav,31,29,16,3,2,193.75,1,,v Australia,Gros Islet,24 Jun 2024,
T20,Shubman Gill,31,53,29,5,0,106.89,2,,v Zimbabwe,Harare,6 Jul 2024,
T20,Abhishek Sharma,31,17,13,4,2,238.46,2,,v Pakistan,Dubai (DICS),14 Sep 2025,
T20,NT Tilak Varma,31,36,31,2,1,100.0,2,,v Pakistan,Dubai (DICS),14 Sep 2025,
T20,NT Tilak Varma,31,43,27,3,1,114.81,1,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,RG Sharma,30*,22,16,2,1,187.5,1,,v Pakistan,Johannesburg,24 Sep 2007,
T20,MS Dhoni,30*,33,20,3,0,150.0,2,,v England,Lord's,14 Jun 2009,
T20,V Kohli,30*,-,17,1,2,176.47,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,KD Karthik,30*,30,21,2,2,142.85,1,,v South Africa,Cuttack,12 Jun 2022,
T20,SV Samson,30*,45,23,2,1,130.43,1,,v West Indies,Lauderhill,6 Aug 2022,
T20,HH Pandya,30*,29,18,3,1,166.66,2,,v New Zealand,Napier,22 Nov 2022,
T20,NT Tilak Varma,30*,43,19,2,2,157.89,2,,v Pakistan,Dubai (DICS),21 Sep 2025,
T20,S Dhawan,30,35,28,5,0,107.14,2,,v Pakistan,Mirpur,21 Mar 2014,
T20,SK Raina,30,-,19,5,0,157.89,1,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,MS Dhoni,30,-,30,1,1,100.0,2,,v New Zealand,Nagpur,15 Mar 2016,
T20,SK Raina,30,40,23,1,2,130.43,1,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,MK Pandey,30,38,26,0,1,115.38,1,,v England,Nagpur,29 Jan 2017,
T20,SS Iyer,30,50,32,1,1,93.75,2,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,KD Karthik,30,-,13,4,1,230.76,2,,v Australia,Brisbane,21 Nov 2018,
T20,S Dhawan,30,51,31,2,0,96.77,2,,v New Zealand,Auckland,8 Feb 2019,
T20,KL Rahul,30,-,22,2,1,136.36,2,,v Australia,Sydney,6 Dec 2020,
T20,RR Pant,30,48,23,4,0,130.43,1,,v England,Ahmedabad,18 Mar 2021,
T20,RG Sharma,30,29,16,5,1,187.5,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,SA Yadav,30,18,16,4,0,187.5,1,,v Bangladesh,Adelaide,2 Nov 2022,
T20,HH Pandya,30,35,17,4,1,176.47,1,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,YBK Jaiswal,30,28,15,3,2,200.0,2,,v Sri Lanka,Pallekele,28 Jul 2024,
T20,RK Singh,30,40,26,4,1,115.38,1,,v England,Pune,31 Jan 2025,
T20,S Dube,30,15,13,3,2,230.76,1,,v England,Wankhede,2 Feb 2025,
T20,Abhishek Sharma,30,18,16,2,3,187.5,2,,v U.A.E.,Dubai (DICS),10 Sep 2025,
T20,Abhishek Sharma,30,24,16,4,2,187.5,1,,v New Zealand,Thiruvananthapuram,31 Jan 2026,
T20,HH Pandya,30,36,21,0,3,142.85,1,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,MK Pandey,29*,51,27,0,1,107.4,1,,v South Africa,Johannesburg,18 Feb 2018,
T20,KD Karthik,29*,-,8,2,3,362.5,2,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,MS Dhoni,29*,48,37,0,1,78.37,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,Shubman Gill,29*,21,16,6,0,181.25,1,,v Australia,Brisbane,8 Nov 2025,
T20,RG Sharma,29,39,28,3,0,103.57,2,,v South Africa,Nottingham,16 Jun 2009,
T20,MS Dhoni,29,30,18,2,2,161.11,2,,v West Indies,Bridgetown,9 May 2010,
T20,V Sehwag,29,38,24,4,0,120.83,2,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,V Kohli,29,26,22,2,1,131.81,2,,v Australia,Rajkot,10 Oct 2013,
T20,RG Sharma,29,41,26,3,0,111.53,1,,v Sri Lanka,Mirpur,6 Apr 2014,
T20,V Kohli,29,34,26,4,0,111.53,1,,v England,Kanpur,26 Jan 2017,
T20,S Dhawan,29,26,18,2,3,161.11,2,,v New Zealand,Wellington,6 Feb 2019,
T20,D Padikkal,29,32,23,1,1,126.08,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,Ishan Kishan,29,35,21,6,0,138.09,1,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,RR Pant,29,31,16,2,2,181.25,1,,v South Africa,Delhi,9 Jun 2022,
T20,HH Pandya,29,35,27,4,0,107.4,1,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,NT Tilak Varma,29,28,20,4,1,145.0,1,,v South Africa,Gqeberha,12 Dec 2023,
T20,V Kohli,29,20,16,5,0,181.25,2,,v Afghanistan,Indore,14 Jan 2024,
T20,SV Samson,29,38,19,6,0,152.63,2,,v Bangladesh,Gwalior,6 Oct 2024,
T20,SA Yadav,29,18,14,2,3,207.14,2,,v Bangladesh,Gwalior,6 Oct 2024,
T20,Abhishek Sharma,29,37,19,4,1,152.63,1,,v England,Pune,31 Jan 2025,
T20,NT Tilak Varma,29,25,18,1,2,161.11,1,,v Oman,Abu Dhabi,19 Sep 2025,
T20,Shubman Gill,29,31,19,2,1,152.63,1,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,NT Tilak Varma,29,42,26,1,1,111.53,2,,v Australia,Hobart,2 Nov 2025,
T20,MS Dhoni,28*,57,30,2,0,93.33,1,,v New Zealand,Wellington,27 Feb 2009,
T20,SK Raina,28,28,17,3,1,164.7,2,,v Zimbabwe,Harare,12 Jun 2010,
T20,V Kohli,28,28,19,5,0,147.36,1,,v South Africa,Durban,9 Jan 2011,
T20,AM Rahane,28,31,26,4,0,107.69,1,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,MS Dhoni,28,41,21,2,2,133.33,1,,v Sri Lanka,Indore,22 Dec 2017,
T20,SK Raina,28,-,27,1,1,103.7,2,,v Bangladesh,Colombo (RPS),8 Mar 2018,
T20,MK Pandey,28,-,27,3,0,103.7,2,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,RR Pant,28,17,12,1,3,233.33,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,V Kohli,28,-,23,1,1,121.73,1,,v West Indies,Lauderhill,4 Aug 2019,
T20,S Dhawan,28,-,21,3,0,133.33,2,,v Australia,Sydney,8 Dec 2020,
T20,SS Iyer,28,54,23,0,2,121.73,2,,v England,Nottingham,10 Jul 2022,
T20,HH Pandya,28,40,16,2,2,175.0,1,,v West Indies,Lauderhill,7 Aug 2022,
T20,KL Rahul,28,34,20,1,2,140.0,1,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,RG Sharma,28,27,16,3,2,175.0,1,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,S Dube,28,33,22,2,1,127.27,1,,v Australia,Gros Islet,24 Jun 2024,
T20,Abhishek Sharma,28,32,21,3,1,133.33,1,,v Australia,Carrara,6 Nov 2025,
T20,Shubman Gill,28,56,28,5,0,100.0,2,,v South Africa,Dharamsala,14 Dec 2025,
T20,Ishan Kishan,28,18,13,3,2,215.38,2,,v New Zealand,Guwahati,25 Jan 2026,
T20,MS Dhoni,27*,35,18,2,1,150.0,2,,v England,Birmingham,7 Sep 2014,
T20,MK Pandey,27*,-,19,3,0,142.1,2,,v Bangladesh,Colombo (RPS),8 Mar 2018,
T20,RR Pant,27*,29,13,1,3,207.69,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,HH Pandya,27*,24,17,1,2,158.82,1,,v Australia,Gros Islet,24 Jun 2024,
T20,SK Raina,27,31,22,2,1,122.72,2,,v New Zealand,Chennai,11 Sep 2012,
T20,V Kohli,27,31,22,3,0,122.72,1,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,HH Pandya,27,-,12,1,2,225.0,1,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,Yuvraj Singh,27,23,10,1,3,270.0,1,,v England,Bengaluru,1 Feb 2017,
T20,KM Jadhav,27,47,27,3,1,100.0,1,,v Australia,Guwahati,10 Oct 2017,
T20,RG Sharma,27,31,20,4,1,135.0,2,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,SK Raina,27,-,15,2,2,180.0,2,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,SK Raina,27,-,20,2,1,135.0,1,,v England,Cardiff,6 Jul 2018,
T20,V Shankar,27,31,18,2,2,150.0,2,,v New Zealand,Wellington,6 Feb 2019,
T20,RR Pant,27,-,26,3,0,103.84,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,KL Rahul,27,40,19,2,1,142.1,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,SV Samson,27,-,20,2,1,135.0,1,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,Ishan Kishan,27,34,26,3,1,103.84,1,,v South Africa,Rajkot,17 Jun 2022,
T20,RA Jadeja,27,45,30,0,1,90.0,1,,v West Indies,Basseterre,1 Aug 2022,
T20,RR Pant,27,28,14,3,2,192.85,2,,v South Africa,Indore,4 Oct 2022,
T20,RG Sharma,27,37,28,4,0,96.42,1,,v England,Adelaide,10 Nov 2022,
T20,Ishan Kishan,27,44,23,2,2,117.39,1,,v West Indies,Providence,6 Aug 2023,
T20,NT Tilak Varma,27,26,18,3,2,150.0,1,,v West Indies,Lauderhill,13 Aug 2023,
T20,S Dube,27,32,16,3,1,168.75,1,,v South Africa,Bridgetown,29 Jun 2024,
T20,Washington Sundar,27,49,34,1,1,79.41,2,,v Zimbabwe,Harare,6 Jul 2024,
T20,AR Patel,27,29,21,4,0,128.57,1,,v South Africa,Gqeberha,10 Nov 2024,
T20,JM Sharma,27,17,17,2,2,158.82,2,,v South Africa,New Chandigarh,11 Dec 2025,
T20,S Dube,27,24,17,3,1,158.82,1,,v Pakistan,Colombo (RPS),15 Feb 2026,
T20,NT Tilak Varma,27,24,15,4,1,180.0,2,,v West Indies,Eden Gardens,1 Mar 2026,
T20,HH Pandya,27,25,12,3,2,225.0,1,,v England,Wankhede,5 Mar 2026,
T20,V Kohli,26*,30,21,3,1,123.8,2,,v Zimbabwe,Harare,12 Jun 2010,
T20,V Kohli,26*,19,11,0,3,236.36,1,,v New Zealand,Delhi,1 Nov 2017,
T20,KL Rahul,26*,20,14,2,1,185.71,1,,v West Indies,Lucknow,6 Nov 2018,
T20,KH Pandya,26*,25,13,2,2,200.0,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,RA Jadeja,26*,27,19,2,1,136.84,1,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,SA Yadav,26*,56,31,1,0,83.87,2,,v New Zealand,Lucknow,29 Jan 2023,
T20,NT Tilak Varma,26*,50,34,3,0,76.47,2,,v South Africa,Dharamsala,14 Dec 2025,
T20,S Dube,26*,9,8,3,2,325.0,1,,v New Zealand,Ahmedabad,8 Mar 2026,
T20,IK Pathan,26,41,30,0,0,86.66,1,,v Australia,Melbourne,1 Feb 2008,
T20,V Sehwag,26,14,10,0,4,260.0,1,,v New Zealand,Christchurch,25 Feb 2009,
T20,MS Dhoni,26,26,21,0,1,123.8,1,,v Bangladesh,Nottingham,6 Jun 2009,
T20,G Gambhir,26,50,26,4,0,100.0,2,,v England,Lord's,14 Jun 2009,
T20,V Sehwag,26,-,14,3,1,185.71,2,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,PA Patel,26,36,20,2,1,130.0,1,,v West Indies,Port of Spain,4 Jun 2011,
