Format,Player,Overs,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
T20,R Ashwin,4.0,0,38,0,9.5,2,,v England,Wankhede,22 Dec 2012,
T20,JJ Bumrah,4.0,0,38,0,9.5,1,,v Australia,Sydney,25 Nov 2018,
T20,Ravi Bishnoi,4.0,0,38,0,9.5,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,R Ashwin,4.0,0,39,0,9.75,2,,v West Indies,Kingston,9 Jul 2017,
T20,AR Patel,3.0,0,39,0,13.0,1,,v New Zealand,Rajkot,4 Nov 2017,
T20,B Kumar,4.0,0,39,0,9.75,1,,v West Indies,Chennai,11 Nov 2018,
T20,Mohammed Shami,4.0,0,39,0,9.75,1,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,Mohammed Shami,3.0,0,39,0,13.0,2,,v England,Adelaide,10 Nov 2022,
T20,Avesh Khan,4.0,0,39,0,9.75,2,,v Australia,Bengaluru,3 Dec 2023,
T20,AB Agarkar,4.0,0,40,0,10.0,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,B Kumar,4.0,0,40,0,10.0,2,,v South Africa,Dharamsala,2 Oct 2015,
T20,MM Sharma,4.0,0,40,0,10.0,2,,v South Africa,Dharamsala,2 Oct 2015,
T20,KH Pandya,4.0,0,40,0,10.0,1,,v West Indies,Chennai,11 Nov 2018,
T20,KH Pandya,3.5,0,40,0,10.43,2,,v South Africa,Bengaluru,22 Sep 2019,
T20,DL Chahar,4.0,0,40,0,10.0,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,Arshdeep Singh,3.5,0,40,0,10.43,2,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,R Ashwin,2.0,0,41,0,20.5,1,,v Australia,Rajkot,10 Oct 2013,
T20,RA Jadeja,3.3,0,41,0,11.71,2,,v West Indies,Kingston,9 Jul 2017,
T20,YS Chahal,4.0,0,41,0,10.25,1,,v Australia,Sydney,8 Dec 2020,
T20,Arshdeep Singh,4.0,0,41,0,10.25,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,HH Pandya,4.0,0,41,0,10.25,2,,v Sri Lanka,Pallekele,27 Jul 2024,
T20,P Awana,4.0,0,42,0,10.5,2,,v England,Wankhede,22 Dec 2012,
T20,SN Thakur,3.3,0,42,0,12.0,2,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,Avesh Khan,4.0,0,42,0,10.5,2,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Mukesh Kumar,4.0,0,42,0,10.5,2,,v Australia,Raipur,1 Dec 2023,
T20,HH Pandya,4.0,0,43,0,10.75,2,,v West Indies,Wankhede,31 Mar 2016,
T20,JD Unadkat,4.0,0,43,0,10.75,1,,v Zimbabwe,Harare,18 Jun 2016,
T20,B Kumar,4.0,0,43,0,10.75,1,,v West Indies,Lauderhill,27 Aug 2016,
T20,Mohammed Shami,3.5,0,43,0,11.21,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,Arshdeep Singh,4.0,0,43,0,10.75,1,,v West Indies,Eden Gardens,1 Mar 2026,
T20,A Nehra,3.0,0,44,0,14.66,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,HH Pandya,4.0,0,44,0,11.0,1,,v New Zealand,Hamilton,10 Feb 2019,
T20,Mohammed Siraj,4.0,0,44,0,11.0,1,,v South Africa,Indore,4 Oct 2022,
T20,Mukesh Kumar,4.0,0,44,0,11.0,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,Z Khan,4.0,0,45,0,11.25,1,,v Australia,Bridgetown,7 May 2010,
T20,AR Patel,4.0,0,45,0,11.25,2,,v South Africa,Dharamsala,2 Oct 2015,
T20,SN Thakur,4.0,0,45,0,11.25,1,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,B Kumar,4.0,0,45,0,11.25,1,,v England,Manchester,3 Jul 2018,
T20,JJ Bumrah,4.0,0,45,0,11.25,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,RA Jadeja,4.0,0,45,0,11.25,1,,v England,Nottingham,10 Jul 2022,
T20,HV Patel,4.0,0,45,0,11.25,2,,v South Africa,Guwahati,2 Oct 2022,
T20,Kuldeep Yadav,4.0,0,45,0,11.25,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,JJ Bumrah,4.0,0,45,0,11.25,1,,v Pakistan,Dubai (DICS),21 Sep 2025,
T20,JJ Bumrah,4.0,0,45,0,11.25,1,,v South Africa,New Chandigarh,11 Dec 2025,
T20,HH Pandya,4.0,0,45,0,11.25,1,,v South Africa,Ahmedabad,22 Feb 2026,
T20,Mohammed Shami,3.0,0,46,0,15.33,2,,v West Indies,Kingston,9 Jul 2017,
T20,Kuldeep Yadav,4.0,0,46,0,11.5,2,,v Australia,Guwahati,10 Oct 2017,
T20,Mohammed Shami,4.0,0,46,0,11.5,2,,v Australia,Canberra,4 Dec 2020,
T20,HV Patel,4.0,0,46,0,11.5,2,,v West Indies,Eden Gardens,18 Feb 2022,
T20,S Sreesanth,4.0,0,47,0,11.75,1,,v Australia,Brabourne,20 Oct 2007,
T20,YS Chahal,4.0,0,47,0,11.75,2,,v Australia,Bengaluru,27 Feb 2019,
T20,Avesh Khan,3.0,0,47,0,15.66,1,,v West Indies,Basseterre,2 Aug 2022,
T20,HH Pandya,4.0,0,47,0,11.75,2,,v Australia,Gros Islet,24 Jun 2024,
T20,RA Jadeja,4.0,0,48,0,12,2,,v West Indies,Wankhede,31 Mar 2016,
T20,V Shankar,4.0,0,48,0,12,1,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,DL Chahar,4.0,0,48,0,12,1,,v Australia,Sydney,6 Dec 2020,
T20,HV Patel,4.0,0,49,0,12.25,2,,v Australia,Mohali,20 Sep 2022,
T20,HV Patel,4.0,0,49,0,12.25,1,,v South Africa,Indore,4 Oct 2022,
T20,JJ Bumrah,4.0,0,50,0,12.5,1,,v Australia,Hyderabad,25 Sep 2022,
T20,YS Chahal,4.0,0,51,0,12.75,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,I Sharma,4.0,0,52,0,13,1,,v Australia,Rajkot,10 Oct 2013,
T20,Washington Sundar,4.0,0,52,0,13,2,,v England,Ahmedabad,18 Mar 2021,
T20,B Kumar,4.0,0,52,0,13,2,,v Australia,Mohali,20 Sep 2022,
T20,Mohammed Shami,4.0,0,53,0,13.25,1,,v New Zealand,Auckland,24 Jan 2020,
T20,Shivam Mavi,4.0,0,53,0,13.25,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,Arshdeep Singh,4.0,0,53,0,13.25,1,,v New Zealand,Raipur,23 Jan 2026,
T20,KH Pandya,4.0,0,54,0,13.5,1,,v New Zealand,Hamilton,10 Feb 2019,
T20,Arshdeep Singh,4.0,0,54,0,13.5,1,,v South Africa,New Chandigarh,11 Dec 2025,
T20,Harshit Rana,4.0,0,54,0,13.5,1,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,KH Pandya,4.0,0,55,0,13.75,1,,v Australia,Brisbane,21 Nov 2018,
T20,Joginder Sharma,4.0,0,57,0,14.25,2,,v England,Durban,19 Sep 2007,
T20,JJ Bumrah,4.0,0,58,0,14.5,2,,v New Zealand,Thiruvananthapuram,31 Jan 2026,
T20,YS Chahal,4.0,0,64,0,16,2,,v South Africa,Centurion,21 Feb 2018,
T20,M Prasidh Krishna,4.0,0,68,0,17,2,,v Australia,Guwahati,28 Nov 2023,
T20,MS Dhoni,DNB,-,-,-,-,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,D Mongia,DNB,-,-,-,-,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,V Sehwag,DNB,-,-,-,-,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,KD Karthik,DNB,-,-,-,-,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,SK Raina,DNB,-,-,-,-,1,,v South Africa,Johannesburg,1 Dec 2006,
T20,AB Agarkar,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,Harbhajan Singh,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,MS Dhoni,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,Yuvraj Singh,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,G Gambhir,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,V Sehwag,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,RV Uthappa,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,KD Karthik,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,IK Pathan,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,S Sreesanth,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,RP Singh,TDNB,-,-,-,-,-,,v Scotland,Durban,13 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Pakistan,Durban,14 Sep 2007,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v Pakistan,Durban,14 Sep 2007,
T20,G Gambhir,DNB,-,-,-,-,2,,v Pakistan,Durban,14 Sep 2007,
T20,V Sehwag,DNB,-,-,-,-,2,,v Pakistan,Durban,14 Sep 2007,
T20,RV Uthappa,DNB,-,-,-,-,2,,v Pakistan,Durban,14 Sep 2007,
T20,KD Karthik,DNB,-,-,-,-,2,,v Pakistan,Durban,14 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,G Gambhir,DNB,-,-,-,-,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,V Sehwag,DNB,-,-,-,-,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,RV Uthappa,DNB,-,-,-,-,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,KD Karthik,DNB,-,-,-,-,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,2,,v England,Durban,19 Sep 2007,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v England,Durban,19 Sep 2007,
T20,G Gambhir,DNB,-,-,-,-,2,,v England,Durban,19 Sep 2007,
T20,V Sehwag,DNB,-,-,-,-,2,,v England,Durban,19 Sep 2007,
T20,RV Uthappa,DNB,-,-,-,-,2,,v England,Durban,19 Sep 2007,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Durban,19 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,2,,v South Africa,Durban,20 Sep 2007,
T20,G Gambhir,DNB,-,-,-,-,2,,v South Africa,Durban,20 Sep 2007,
T20,V Sehwag,DNB,-,-,-,-,2,,v South Africa,Durban,20 Sep 2007,
T20,RV Uthappa,DNB,-,-,-,-,2,,v South Africa,Durban,20 Sep 2007,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Durban,20 Sep 2007,
T20,RG Sharma,DNB,-,-,-,-,2,,v South Africa,Durban,20 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Australia,Durban,22 Sep 2007,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v Australia,Durban,22 Sep 2007,
T20,G Gambhir,DNB,-,-,-,-,2,,v Australia,Durban,22 Sep 2007,
T20,RV Uthappa,DNB,-,-,-,-,2,,v Australia,Durban,22 Sep 2007,
T20,RG Sharma,DNB,-,-,-,-,2,,v Australia,Durban,22 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,G Gambhir,DNB,-,-,-,-,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,RV Uthappa,DNB,-,-,-,-,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,RG Sharma,DNB,-,-,-,-,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Australia,Brabourne,20 Oct 2007,
T20,Yuvraj Singh,DNB,-,-,-,-,1,,v Australia,Brabourne,20 Oct 2007,
T20,G Gambhir,DNB,-,-,-,-,1,,v Australia,Brabourne,20 Oct 2007,
T20,V Sehwag,DNB,-,-,-,-,1,,v Australia,Brabourne,20 Oct 2007,
T20,RV Uthappa,DNB,-,-,-,-,1,,v Australia,Brabourne,20 Oct 2007,
T20,RG Sharma,DNB,-,-,-,-,1,,v Australia,Brabourne,20 Oct 2007,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Australia,Melbourne,1 Feb 2008,
T20,G Gambhir,DNB,-,-,-,-,2,,v Australia,Melbourne,1 Feb 2008,
T20,V Sehwag,DNB,-,-,-,-,2,,v Australia,Melbourne,1 Feb 2008,
T20,RV Uthappa,DNB,-,-,-,-,2,,v Australia,Melbourne,1 Feb 2008,
T20,KD Karthik,DNB,-,-,-,-,2,,v Australia,Melbourne,1 Feb 2008,
T20,RG Sharma,DNB,-,-,-,-,2,,v Australia,Melbourne,1 Feb 2008,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,Yuvraj Singh,DNB,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,G Gambhir,DNB,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,V Sehwag,DNB,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,SK Raina,DNB,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,RG Sharma,DNB,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,MS Dhoni,DNB,-,-,-,-,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,G Gambhir,DNB,-,-,-,-,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,V Sehwag,DNB,-,-,-,-,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,SK Raina,DNB,-,-,-,-,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,RG Sharma,DNB,-,-,-,-,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,MS Dhoni,DNB,-,-,-,-,2,,v New Zealand,Wellington,27 Feb 2009,
T20,G Gambhir,DNB,-,-,-,-,2,,v New Zealand,Wellington,27 Feb 2009,
T20,V Sehwag,DNB,-,-,-,-,2,,v New Zealand,Wellington,27 Feb 2009,
T20,YK Pathan,DNB,-,-,-,-,2,,v New Zealand,Wellington,27 Feb 2009,
T20,SK Raina,DNB,-,-,-,-,2,,v New Zealand,Wellington,27 Feb 2009,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,G Gambhir,DNB,-,-,-,-,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,SK Raina,DNB,-,-,-,-,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,RG Sharma,DNB,-,-,-,-,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Ireland,Nottingham,10 Jun 2009,
T20,G Gambhir,DNB,-,-,-,-,1,,v Ireland,Nottingham,10 Jun 2009,
T20,YK Pathan,DNB,-,-,-,-,1,,v Ireland,Nottingham,10 Jun 2009,
T20,SK Raina,DNB,-,-,-,-,1,,v Ireland,Nottingham,10 Jun 2009,
T20,RG Sharma,DNB,-,-,-,-,1,,v Ireland,Nottingham,10 Jun 2009,
T20,MS Dhoni,DNB,-,-,-,-,2,,v West Indies,Lord's,12 Jun 2009,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v West Indies,Lord's,12 Jun 2009,
T20,G Gambhir,DNB,-,-,-,-,2,,v West Indies,Lord's,12 Jun 2009,
T20,SK Raina,DNB,-,-,-,-,2,,v West Indies,Lord's,12 Jun 2009,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Lord's,12 Jun 2009,
T20,MS Dhoni,DNB,-,-,-,-,1,,v England,Lord's,14 Jun 2009,
T20,G Gambhir,DNB,-,-,-,-,1,,v England,Lord's,14 Jun 2009,
T20,YK Pathan,DNB,-,-,-,-,1,,v England,Lord's,14 Jun 2009,
T20,SK Raina,DNB,-,-,-,-,1,,v England,Lord's,14 Jun 2009,
T20,RG Sharma,DNB,-,-,-,-,1,,v England,Lord's,14 Jun 2009,
T20,MS Dhoni,DNB,-,-,-,-,1,,v South Africa,Nottingham,16 Jun 2009,
T20,G Gambhir,DNB,-,-,-,-,1,,v South Africa,Nottingham,16 Jun 2009,
T20,YK Pathan,DNB,-,-,-,-,1,,v South Africa,Nottingham,16 Jun 2009,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,Yuvraj Singh,DNB,-,-,-,-,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,G Gambhir,DNB,-,-,-,-,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,V Sehwag,DNB,-,-,-,-,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,SK Raina,DNB,-,-,-,-,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,G Gambhir,DNB,-,-,-,-,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,V Sehwag,DNB,-,-,-,-,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,KD Karthik,DNB,-,-,-,-,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Afghanistan,Gros Islet,1 May 2010,
T20,G Gambhir,DNB,-,-,-,-,1,,v Afghanistan,Gros Islet,1 May 2010,
T20,SK Raina,DNB,-,-,-,-,1,,v Afghanistan,Gros Islet,1 May 2010,
T20,M Vijay,DNB,-,-,-,-,1,,v Afghanistan,Gros Islet,1 May 2010,
T20,MS Dhoni,DNB,-,-,-,-,2,,v South Africa,Gros Islet,2 May 2010,
T20,Yuvraj Singh,DNB,-,-,-,-,2,,v South Africa,Gros Islet,2 May 2010,
T20,KD Karthik,DNB,-,-,-,-,2,,v South Africa,Gros Islet,2 May 2010,
T20,SK Raina,DNB,-,-,-,-,2,,v South Africa,Gros Islet,2 May 2010,
T20,M Vijay,DNB,-,-,-,-,2,,v South Africa,Gros Islet,2 May 2010,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Australia,Bridgetown,7 May 2010,
T20,G Gambhir,DNB,-,-,-,-,1,,v Australia,Bridgetown,7 May 2010,
T20,SK Raina,DNB,-,-,-,-,1,,v Australia,Bridgetown,7 May 2010,
T20,RG Sharma,DNB,-,-,-,-,1,,v Australia,Bridgetown,7 May 2010,
T20,M Vijay,DNB,-,-,-,-,1,,v Australia,Bridgetown,7 May 2010,
T20,MS Dhoni,DNB,-,-,-,-,1,,v West Indies,Bridgetown,9 May 2010,
T20,Yuvraj Singh,DNB,-,-,-,-,1,,v West Indies,Bridgetown,9 May 2010,
T20,G Gambhir,DNB,-,-,-,-,1,,v West Indies,Bridgetown,9 May 2010,
T20,RG Sharma,DNB,-,-,-,-,1,,v West Indies,Bridgetown,9 May 2010,
T20,M Vijay,DNB,-,-,-,-,1,,v West Indies,Bridgetown,9 May 2010,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,G Gambhir,DNB,-,-,-,-,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,KD Karthik,DNB,-,-,-,-,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,SK Raina,DNB,-,-,-,-,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,RG Sharma,DNB,-,-,-,-,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,NV Ojha,DNB,-,-,-,-,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,SK Raina,DNB,-,-,-,-,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,RG Sharma,DNB,-,-,-,-,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,M Vijay,DNB,-,-,-,-,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,V Kohli,DNB,-,-,-,-,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,NV Ojha,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jun 2010,
T20,YK Pathan,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jun 2010,
T20,SK Raina,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jun 2010,
T20,RG Sharma,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jun 2010,
T20,M Vijay,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jun 2010,
T20,V Kohli,DNB,-,-,-,-,1,,v Zimbabwe,Harare,13 Jun 2010,
T20,MS Dhoni,DNB,-,-,-,-,2,,v South Africa,Durban,9 Jan 2011,
T20,SK Raina,DNB,-,-,-,-,2,,v South Africa,Durban,9 Jan 2011,
T20,RG Sharma,DNB,-,-,-,-,2,,v South Africa,Durban,9 Jan 2011,
T20,M Vijay,DNB,-,-,-,-,2,,v South Africa,Durban,9 Jan 2011,
T20,V Kohli,DNB,-,-,-,-,2,,v South Africa,Durban,9 Jan 2011,
T20,S Badrinath,DNB,-,-,-,-,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,PA Patel,DNB,-,-,-,-,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,SK Raina,DNB,-,-,-,-,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,S Dhawan,DNB,-,-,-,-,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,RG Sharma,DNB,-,-,-,-,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,V Kohli,DNB,-,-,-,-,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,R Dravid,DNB,-,-,-,-,2,,v England,Manchester,31 Aug 2011,
T20,MS Dhoni,DNB,-,-,-,-,2,,v England,Manchester,31 Aug 2011,
T20,PA Patel,DNB,-,-,-,-,2,,v England,Manchester,31 Aug 2011,
T20,SK Raina,DNB,-,-,-,-,2,,v England,Manchester,31 Aug 2011,
T20,AM Rahane,DNB,-,-,-,-,2,,v England,Manchester,31 Aug 2011,
T20,MS Dhoni,DNB,-,-,-,-,2,,v England,Eden Gardens,29 Oct 2011,
T20,RV Uthappa,DNB,-,-,-,-,2,,v England,Eden Gardens,29 Oct 2011,
T20,MK Tiwary,DNB,-,-,-,-,2,,v England,Eden Gardens,29 Oct 2011,
T20,AM Rahane,DNB,-,-,-,-,2,,v England,Eden Gardens,29 Oct 2011,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Australia,Sydney,1 Feb 2012,
T20,G Gambhir,DNB,-,-,-,-,1,,v Australia,Sydney,1 Feb 2012,
T20,V Sehwag,DNB,-,-,-,-,1,,v Australia,Sydney,1 Feb 2012,
T20,V Kohli,DNB,-,-,-,-,1,,v Australia,Sydney,1 Feb 2012,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Australia,Melbourne,3 Feb 2012,
T20,G Gambhir,DNB,-,-,-,-,1,,v Australia,Melbourne,3 Feb 2012,
T20,V Sehwag,DNB,-,-,-,-,1,,v Australia,Melbourne,3 Feb 2012,
T20,RG Sharma,DNB,-,-,-,-,1,,v Australia,Melbourne,3 Feb 2012,
T20,MS Dhoni,DNB,-,-,-,-,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,G Gambhir,DNB,-,-,-,-,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,RV Uthappa,DNB,-,-,-,-,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,G Gambhir,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,SK Raina,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,MK Tiwary,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,AM Rahane,DNB,-,-,-,-,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,MS Dhoni,DNB,-,-,-,-,1,,v New Zealand,Chennai,11 Sep 2012,
T20,G Gambhir,DNB,-,-,-,-,1,,v New Zealand,Chennai,11 Sep 2012,
T20,SK Raina,DNB,-,-,-,-,1,,v New Zealand,Chennai,11 Sep 2012,
T20,MK Tiwary,DNB,-,-,-,-,1,,v New Zealand,Chennai,11 Sep 2012,
T20,RG Sharma,DNB,-,-,-,-,1,,v New Zealand,Chennai,11 Sep 2012,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,G Gambhir,DNB,-,-,-,-,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,V Sehwag,DNB,-,-,-,-,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,SK Raina,DNB,-,-,-,-,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,V Kohli,DNB,-,-,-,-,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,MS Dhoni,DNB,-,-,-,-,2,,v England,Colombo (RPS),23 Sep 2012,
T20,G Gambhir,DNB,-,-,-,-,2,,v England,Colombo (RPS),23 Sep 2012,
T20,SK Raina,DNB,-,-,-,-,2,,v England,Colombo (RPS),23 Sep 2012,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Colombo (RPS),23 Sep 2012,
T20,V Kohli,DNB,-,-,-,-,2,,v England,Colombo (RPS),23 Sep 2012,
T20,MS Dhoni,DNB,-,-,-,-,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,G Gambhir,DNB,-,-,-,-,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,SK Raina,DNB,-,-,-,-,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,MS Dhoni,DNB,-,-,-,-,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,G Gambhir,DNB,-,-,-,-,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,V Sehwag,DNB,-,-,-,-,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,SK Raina,DNB,-,-,-,-,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,RG Sharma,DNB,-,-,-,-,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,MS Dhoni,DNB,-,-,-,-,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,G Gambhir,DNB,-,-,-,-,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,V Sehwag,DNB,-,-,-,-,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,SK Raina,DNB,-,-,-,-,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,V Kohli,DNB,-,-,-,-,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,MS Dhoni,DNB,-,-,-,-,1,,v England,Pune,20 Dec 2012,
T20,G Gambhir,DNB,-,-,-,-,1,,v England,Pune,20 Dec 2012,
T20,SK Raina,DNB,-,-,-,-,1,,v England,Pune,20 Dec 2012,
T20,AM Rahane,DNB,-,-,-,-,1,,v England,Pune,20 Dec 2012,
T20,MS Dhoni,DNB,-,-,-,-,2,,v England,Wankhede,22 Dec 2012,
T20,G Gambhir,DNB,-,-,-,-,2,,v England,Wankhede,22 Dec 2012,
T20,SK Raina,DNB,-,-,-,-,2,,v England,Wankhede,22 Dec 2012,
T20,RG Sharma,DNB,-,-,-,-,2,,v England,Wankhede,22 Dec 2012,
