Format,Player,Overs,BPO,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
ODI,RR Singh,10.0,6,1,35,0,3.5,2,,v Pakistan,Toronto,13 Sep 1997,
ODI,HH Kanitkar,7.0,6,0,35,0,5.0,2,,v Australia,Delhi,14 Apr 1998,
ODI,SB Joshi,10.0,6,0,35,0,3.5,2,,v West Indies,Dhaka,31 Oct 1998,
ODI,V Sehwag,3.0,6,0,35,0,11.66,2,,v Pakistan,Mohali,1 Apr 1999,
ODI,A Kumble,6.0,6,0,35,0,5.83,2,,v Australia,Galle,23 Aug 1999,
ODI,BKV Prasad,10.0,6,0,35,0,3.5,2,,v Sri Lanka,Colombo (RPS),25 Aug 1999,
ODI,SC Ganguly,4.0,6,0,35,0,8.75,1,,v Bangladesh,Dhaka,30 May 2000,
ODI,S Sriram,7.0,6,0,35,0,5.0,1,,v Sri Lanka,Sharjah,27 Oct 2000,
ODI,A Nehra,7.0,6,0,35,0,5.0,1,,v New Zealand,Colombo (RPS),20 Jul 2001,
ODI,SR Tendulkar,6.0,6,0,35,0,5.83,1,,v England,Cuttack,22 Jan 2002,
ODI,Harbhajan Singh,6.0,6,0,35,0,5.83,2,,v West Indies,Nagpur,9 Nov 2002,
ODI,A Nehra,7.0,6,0,35,0,5.0,2,,v Zimbabwe,Harare,19 Feb 2003,
ODI,RR Powar,6.0,6,0,35,0,5.83,1,,v Pakistan,Rawalpindi,16 Mar 2004,
ODI,Z Khan,7.0,6,0,35,0,5.0,1,,v Sri Lanka,Colombo (RPS),1 Aug 2004,
ODI,Z Khan,7.0,6,1,35,0,5.0,2,,v Pakistan,Kanpur,15 Apr 2005,
ODI,Yuvraj Singh,6.3,6,0,35,0,5.38,2,,v South Africa,Belfast,26 Jun 2007,
ODI,SR Tendulkar,5.0,6,0,35,0,7.0,2,,v England,Leeds,2 Sep 2007,
ODI,S Sreesanth,8.0,6,0,35,0,4.37,1,,v Australia,Adelaide,17 Feb 2008,
ODI,IK Pathan,7.0,6,0,35,0,5.0,2,,v Sri Lanka,Dambulla,18 Aug 2008,
ODI,I Sharma,5.0,6,0,35,0,7.0,2,,v Sri Lanka,Colombo (RPS),3 Feb 2009,
ODI,I Sharma,5.0,6,0,35,0,7.0,1,,v West Indies,Gros Islet,3 Jul 2009,
ODI,SK Raina,6.0,6,0,35,0,5.83,2,,v West Indies,Kingston,16 Jun 2011,
ODI,MM Patel,5.0,6,0,35,0,7.0,2,,v England,Southampton,6 Sep 2011,
ODI,P Kumar,7.0,6,0,35,0,5.0,1,,v Australia,Melbourne,5 Feb 2012,
ODI,Yuvraj Singh,4.0,6,0,35,0,8.75,1,,v Australia,Jaipur,16 Oct 2013,
ODI,DS Kulkarni,7.0,6,0,35,0,5.0,1,,v England,Birmingham,2 Sep 2014,
ODI,HH Pandya,6.0,6,0,35,0,5.83,1,,v Sri Lanka,Dambulla,20 Aug 2017,
ODI,HH Pandya,8.0,6,0,35,0,4.37,2,,v South Africa,Cape Town,7 Feb 2018,
ODI,KM Jadhav,6.0,6,0,35,0,5.83,1,,v Australia,Melbourne,18 Jan 2019,
ODI,Avesh Khan,7.0,6,0,35,0,5.0,1,,v South Africa,Ranchi,9 Oct 2022,
ODI,SN Thakur,4.0,6,0,35,0,8.75,2,,v Australia,Indore,24 Sep 2023,
ODI,SM Patil,6.0,6,0,36,0,6.0,1,,v Australia,Nottingham,13 Jun 1983,
ODI,BS Sandhu,8.0,6,1,36,0,4.5,1,,v England,Manchester,22 Jun 1983,
ODI,BS Sandhu,10.0,6,1,36,0,3.6,1,,v Pakistan,Jaipur,2 Oct 1983,
ODI,S Madan Lal,9.0,6,0,36,0,4.0,2,,v West Indies,Indore,1 Dec 1983,
ODI,TAP Sekhar,9.0,6,0,36,0,4.0,2,,v England,Bengaluru,20 Jan 1985,
ODI,M Prabhakar,10.0,6,1,36,0,3.6,1,,v England,Nagpur,23 Jan 1985,
ODI,RMH Binny,7.0,6,0,36,0,5.14,2,,v West Indies,Sharjah,22 Nov 1985,
ODI,M Amarnath,10.0,6,0,36,0,3.6,1,,v Australia,Sydney,21 Jan 1986,
ODI,S Madan Lal,8.0,6,1,36,0,4.5,1,,v Sri Lanka,Kanpur,24 Dec 1986,
ODI,M Prabhakar,6.0,6,0,36,0,6.0,2,,v Pakistan,Jamshedpur,26 Mar 1987,
ODI,G Sharma,7.0,6,0,36,0,5.14,2,,v Pakistan,Sharjah,10 Apr 1987,
ODI,Arshad Ayub,5.0,6,0,36,0,7.2,1,,v West Indies,Guwahati,23 Dec 1987,
ODI,N Kapil Dev,3.0,6,0,36,0,12.0,1,,v West Indies,Gwalior,22 Jan 1988,
ODI,RJ Shastri,5.0,6,0,36,0,7.2,2,,v West Indies,St John's,18 Mar 1989,
ODI,Arshad Ayub,10.0,6,0,36,0,3.6,2,,v West Indies,St John's,18 Mar 1989,
ODI,AS Wassan,10.0,6,0,36,0,3.6,1,,v Australia,Christchurch,3 Mar 1990,
ODI,M Prabhakar,9.0,6,1,36,0,4.0,1,,v Sri Lanka,Eden Gardens,4 Jan 1991,
ODI,N Kapil Dev,10.0,6,0,36,0,3.6,1,,v New Zealand,Napier,25 Mar 1994,
ODI,BKV Prasad,7.0,6,0,36,0,5.14,1,,v West Indies,Kanpur,30 Oct 1994,
ODI,M Prabhakar,8.0,6,0,36,0,4.5,1,,v West Indies,Cuttack,9 Nov 1994,
ODI,A Kumble,9.0,6,0,36,0,4.0,2,,v England,Leeds,25 May 1996,
ODI,SB Joshi,10.0,6,1,36,0,3.6,1,,v Pakistan,Toronto,23 Sep 1996,
ODI,SB Joshi,4.0,6,0,36,0,9.0,1,,v Pakistan,Chennai,21 May 1997,
ODI,NA David,8.0,6,0,36,0,4.5,2,,v Sri Lanka,Colombo (RPS),18 Jul 1997,
ODI,BKV Prasad,10.0,6,0,36,0,3.6,1,,v Pakistan,Toronto,12 Sep 1998,
ODI,R Dravid,6.0,6,0,36,0,6.0,2,,v West Indies,Dhaka,31 Oct 1998,
ODI,BKV Prasad,9.0,6,0,36,0,4.0,1,,v West Indies,Toronto,12 Sep 1999,
ODI,AB Agarkar,8.0,6,0,36,0,4.5,2,,v South Africa,Faridabad,15 Mar 2000,
ODI,S Sriram,6.0,6,0,36,0,6.0,1,,v South Africa,Nagpur,19 Mar 2000,
ODI,A Kumble,8.0,6,0,36,0,4.5,1,,v Sri Lanka,Dhaka,1 Jun 2000,
ODI,Z Khan,8.5,6,1,36,0,4.07,2,,v Sri Lanka,Sharjah,20 Oct 2000,
ODI,RR Singh,4.0,6,0,36,0,9.0,1,,v Sri Lanka,Sharjah,27 Oct 2000,
ODI,SR Tendulkar,8.0,6,0,36,0,4.5,1,,v Sri Lanka,Colombo (RPS),30 Sep 2002,
ODI,V Sehwag,5.0,6,0,36,0,7.2,1,,v Australia,Bengaluru,12 Nov 2003,
ODI,IK Pathan,8.0,6,0,36,0,4.5,2,,v Australia,Melbourne,6 Feb 2004,
ODI,A Kumble,7.0,6,0,36,0,5.14,2,,v Australia,Melbourne,6 Feb 2004,
ODI,A Kumble,10.0,6,1,36,0,3.6,2,,v England,Lord's,5 Sep 2004,
ODI,Z Khan,4.0,6,0,36,0,9.0,1,,v Pakistan,Lahore,13 Feb 2006,
ODI,Harbhajan Singh,9.0,6,0,36,0,4.0,2,,v Australia,Vadodara,11 Oct 2007,
ODI,M Kartik,10.0,6,0,36,0,3.6,1,,v Pakistan,Guwahati,5 Nov 2007,
ODI,A Nehra,4.0,6,0,36,0,9.0,2,,v West Indies,Kingston,28 Jun 2009,
ODI,Yuvraj Singh,7.0,6,0,36,0,5.14,1,,v Australia,Hyderabad,5 Nov 2009,
ODI,RA Jadeja,10.0,6,1,36,0,3.6,2,,v Australia,Guwahati,8 Nov 2009,
ODI,Z Khan,6.0,6,0,36,0,6.0,1,,v Sri Lanka,Colombo (RPS),31 Jul 2012,
ODI,SK Raina,6.0,6,0,36,0,6.0,2,,v South Africa,Cardiff,6 Jun 2013,
ODI,UT Yadav,6.0,6,0,36,0,6.0,2,,v West Indies,Port of Spain,25 Jun 2017,
ODI,Kuldeep Yadav,10.0,6,0,36,0,3.6,1,,v West Indies,Kingston,6 Jul 2017,
ODI,Kuldeep Yadav,10.0,6,1,36,0,3.6,1,,v Zimbabwe,Harare,18 Aug 2022,
ODI,ED Solkar,11.0,6,3,37,0,3.36,2,,v England,The Oval,15 Jul 1974,
ODI,M Amarnath,7.0,8,0,37,0,3.96,2,,v New Zealand,Christchurch,21 Feb 1976,
ODI,S Madan Lal,7.0,8,0,37,0,3.96,1,,v New Zealand,Auckland,22 Feb 1976,
ODI,BS Bedi,12.0,6,2,37,0,3.08,1,,v Sri Lanka,Manchester,16 Jun 1979,
ODI,KD Ghavri,9.0,6,1,37,0,4.11,2,,v Australia,Melbourne,11 Jan 1981,
ODI,SV Nayak,9.0,6,0,37,0,4.11,2,,v England,Leeds,2 Jun 1982,
ODI,RJ Shastri,11.0,6,0,37,0,3.36,2,,v England,Leeds,2 Jun 1982,
ODI,S Madan Lal,7.0,6,1,37,0,5.28,2,,v West Indies,St George's,7 Apr 1983,
ODI,RS Ghai,4.0,6,0,37,0,9.25,2,,v England,Bengaluru,20 Jan 1985,
ODI,M Azharuddin,8.0,6,0,37,0,4.62,2,,v Australia,Melbourne,9 Feb 1986,
ODI,RJ Shastri,11.0,6,0,37,0,3.36,2,,v England,Manchester,26 May 1986,
ODI,RS Ghai,6.2,6,0,37,0,5.84,2,,v Australia,Rajkot,7 Oct 1986,
ODI,S Madan Lal,10.0,6,1,37,0,3.7,2,,v Pakistan,Indore,27 Jan 1987,
ODI,C Sharma,7.1,6,0,37,0,5.16,2,,v Australia,Delhi,22 Oct 1987,
ODI,Arshad Ayub,10.0,6,0,37,0,3.7,2,,v West Indies,Faridabad,19 Jan 1988,
ODI,Arshad Ayub,10.0,6,0,37,0,3.7,2,,v Sri Lanka,Sharjah,25 Mar 1988,
ODI,N Kapil Dev,8.0,6,0,37,0,4.62,2,,v South Africa,New Delhi,14 Nov 1991,
ODI,SR Tendulkar,10.0,6,0,37,0,3.7,1,,v England,W.A.C.A,22 Feb 1992,
ODI,A Kumble,7.0,6,0,37,0,5.28,2,,v Sri Lanka,Moratuwa,14 Aug 1993,
ODI,SR Tendulkar,5.0,6,0,37,0,7.4,1,,v New Zealand,Napier,25 Mar 1994,
ODI,SA Ankola,8.0,6,0,37,0,4.62,2,,v New Zealand,Christchurch,2 Apr 1994,
ODI,RK Chauhan,10.0,6,2,37,0,3.7,1,,v Australia,Sharjah,19 Apr 1994,
ODI,N Kapil Dev,5.0,6,0,37,0,7.4,1,,v West Indies,Faridabad,17 Oct 1994,
ODI,A Jadeja,7.0,6,0,37,0,5.28,2,,v South Africa,Sharjah,17 Apr 1996,
ODI,A Kuruvilla,6.0,6,1,37,0,6.16,1,,v New Zealand,Bengaluru,14 May 1997,
ODI,RK Chauhan,9.0,6,0,37,0,4.11,2,,v Sri Lanka,Margao,28 Dec 1997,
ODI,N Chopra,8.0,6,0,37,0,4.62,2,,v New Zealand,Taupo,9 Jan 1999,
ODI,A Kumble,10.0,6,0,37,0,3.7,1,,v New Zealand,Auckland,16 Jan 1999,
ODI,LR Shukla,10.0,6,0,37,0,3.7,2,,v Pakistan,Mohali,1 Apr 1999,
ODI,SC Ganguly,5.0,6,0,37,0,7.4,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,A Kumble,7.0,6,0,37,0,5.28,2,,v South Africa,Sharjah,22 Mar 2000,
ODI,AB Agarkar,10.0,6,0,37,0,3.7,1,,v Zimbabwe,Sharjah,26 Oct 2000,
ODI,AR Kapoor,7.0,6,0,37,0,5.28,2,,v Zimbabwe,Rajkot,14 Dec 2000,
ODI,RR Singh,6.0,6,0,37,0,6.16,1,,v Australia,Visakhapatnam,3 Apr 2001,
ODI,V Sehwag,5.0,6,0,37,0,7.4,1,,v South Africa,East London,19 Oct 2001,
ODI,A Kumble,10.0,6,0,37,0,3.7,1,,v England,Delhi,31 Jan 2002,
ODI,A Nehra,8.0,6,0,37,0,4.62,2,,v Zimbabwe,Colombo (RPS),14 Sep 2002,
ODI,A Nehra,10.0,6,1,37,0,3.7,2,,v New Zealand,Queenstown,4 Jan 2003,
ODI,Harbhajan Singh,10.0,6,1,37,0,3.7,2,,v Pakistan,Birmingham,19 Sep 2004,
ODI,Harbhajan Singh,10.0,6,0,37,0,3.7,2,,v South Africa,Eden Gardens,25 Nov 2005,
ODI,MM Patel,7.0,6,0,37,0,5.28,2,,v England,Jamshedpur,12 Apr 2006,
ODI,P Kumar,10.0,6,1,37,0,3.7,1,,v Pakistan,Mirpur,14 Jun 2008,
ODI,Z Khan,8.0,6,1,37,0,4.62,2,,v England,Indore,17 Nov 2008,
ODI,P Kumar,7.0,6,1,37,0,5.28,2,,v West Indies,Kingston,28 Jun 2009,
ODI,RA Jadeja,10.0,6,1,37,0,3.7,1,,v West Indies,Ahmedabad,5 Dec 2011,
ODI,A Mithun,4.0,6,0,37,0,9.25,2,,v West Indies,Indore,8 Dec 2011,
ODI,R Ashwin,9.0,6,0,37,0,4.11,2,,v Sri Lanka,Pallekele,4 Aug 2012,
ODI,R Ashwin,6.0,6,0,37,0,6.16,1,,v New Zealand,Wellington,31 Jan 2014,
ODI,RA Jadeja,10.0,6,0,37,0,3.7,1,,v Bangladesh,Fatullah,26 Feb 2014,
ODI,SK Raina,7.0,6,0,37,0,5.28,1,,v South Africa,Kanpur,11 Oct 2015,
ODI,KH Pandya,8.0,6,0,37,0,4.62,1,,v Sri Lanka,Colombo (RPS),20 Jul 2021,
ODI,Mohammed Siraj,3.0,6,0,37,0,12.33,2,,v Australia,Visakhapatnam,19 Mar 2023,
ODI,Mohammed Shami,6.0,6,0,37,0,6.16,1,,v Australia,Chennai,22 Mar 2023,
ODI,HH Pandya,7.0,6,1,37,0,5.28,1,,v England,Nagpur,6 Feb 2025,
ODI,RA Jadeja,9.0,6,0,37,0,4.11,1,,v Bangladesh,Dubai (DICS),20 Feb 2025,
ODI,N Kapil Dev,11.0,6,3,38,0,3.45,2,,v New Zealand,Leeds,13 Jun 1979,
ODI,KD Ghavri,10.0,6,1,38,0,3.8,2,,v New Zealand,Brisbane,21 Dec 1980,
ODI,SM Patil,10.0,6,0,38,0,3.8,1,,v New Zealand,Brisbane,18 Jan 1981,
ODI,BS Sandhu,6.0,6,0,38,0,6.33,2,,v Australia,Indore,6 Oct 1984,
ODI,L Sivaramakrishnan,5.0,6,0,38,0,7.6,1,,v Sri Lanka,Colombo (SSC),25 Aug 1985,
ODI,RJ Shastri,9.0,6,0,38,0,4.22,2,,v Pakistan,Sharjah,18 Apr 1986,
ODI,ND Hirwani,4.0,6,0,38,0,9.5,1,,v Sri Lanka,Dhaka,29 Oct 1988,
ODI,SLV Raju,9.0,6,0,38,0,4.22,1,,v New Zealand,Dunedin,1 Mar 1990,
ODI,SR Tendulkar,6.0,6,0,38,0,6.33,2,,v South Africa,New Delhi,14 Nov 1991,
ODI,SR Tendulkar,10.0,6,1,38,0,3.8,1,,v West Indies,Melbourne,16 Jan 1992,
ODI,A Kumble,10.0,6,0,38,0,3.8,2,,v South Africa,Cape Town,7 Dec 1992,
ODI,J Srinath,9.0,6,0,38,0,4.22,1,,v South Africa,Centurion,11 Dec 1992,
ODI,A Jadeja,8.0,6,0,38,0,4.75,1,,v South Africa,Centurion,11 Dec 1992,
ODI,J Srinath,6.0,6,0,38,0,6.33,2,,v England,Jamshedpur,1 Mar 1993,
ODI,SLV Raju,7.0,6,1,38,0,5.42,1,,v New Zealand,Vadodara,28 Oct 1994,
ODI,AR Kapoor,9.0,6,0,38,0,4.22,1,,v Australia,Dunedin,22 Feb 1995,
ODI,J Srinath,9.0,6,2,38,0,4.22,1,,v Sri Lanka,Sharjah,14 Apr 1995,
ODI,J Srinath,10.0,6,0,38,0,3.8,1,,v Kenya,Cuttack,18 Feb 1996,
ODI,SR Tendulkar,8.0,6,0,38,0,4.75,2,,v Australia,Colombo (SSC),6 Sep 1996,
ODI,NA David,6.0,6,0,38,0,6.33,2,,v West Indies,Bridgetown,3 May 1997,
ODI,A Kumble,10.0,6,0,38,0,3.8,2,,v Sri Lanka,Colombo (RPS),18 Jul 1997,
ODI,DS Mohanty,3.0,6,0,38,0,12.66,2,,v Pakistan,Lahore,2 Oct 1997,
ODI,RL Sanghvi,5.0,6,0,38,0,7.6,1,,v Pakistan,Dhaka,18 Jan 1998,
ODI,RR Singh,7.0,6,0,38,0,5.42,1,,v Sri Lanka,Colombo (SSC),1 Jul 1998,
ODI,DS Mohanty,5.0,6,0,38,0,7.6,2,,v New Zealand,Gwalior,11 Nov 1999,
ODI,RR Singh,8.0,6,1,38,0,4.75,1,,v Zimbabwe,Sharjah,26 Oct 2000,
ODI,RS Sodhi,10.0,6,0,38,0,3.8,1,,v West Indies,Bulawayo,30 Jun 2001,
ODI,Harbhajan Singh,9.0,6,1,38,0,4.22,1,,v Sri Lanka,Rajkot,9 Nov 2005,
ODI,RR Powar,9.0,6,1,38,0,4.22,1,,v England,Indore,15 Apr 2006,
ODI,I Sharma,7.0,6,0,38,0,5.42,1,,v South Africa,Belfast,29 Jun 2007,
ODI,IK Pathan,8.0,6,0,38,0,4.75,1,,v Australia,Bengaluru,29 Sep 2007,
ODI,Harbhajan Singh,10.0,6,1,38,0,3.8,1,,v Australia,Hyderabad,5 Oct 2007,
ODI,Yuvraj Singh,8.0,6,0,38,0,4.75,1,,v Australia,Sydney,24 Feb 2008,
ODI,IK Pathan,6.0,6,0,38,0,6.33,2,,v Pakistan,Mirpur,10 Jun 2008,
ODI,PP Ojha,10.0,6,1,38,0,3.8,1,,v Sri Lanka,Karachi,6 Jul 2008,
ODI,Yuvraj Singh,10.0,6,0,38,0,3.8,1,,v England,Cuttack,26 Nov 2008,
ODI,A Nehra,8.0,6,1,38,0,4.75,1,,v New Zealand,Vadodara,4 Dec 2010,
ODI,A Mishra,10.0,6,1,38,0,3.8,1,,v West Indies,Port of Spain,6 Jun 2011,
ODI,AB Dinda,5.2,6,1,38,0,7.12,2,,v Bangladesh,Mirpur,16 Mar 2012,
ODI,UT Yadav,4.0,6,0,38,0,9.5,2,,v Sri Lanka,Hambantota,24 Jul 2012,
ODI,SK Raina,8.0,6,0,38,0,4.75,1,,v Australia,Ranchi,23 Oct 2013,
ODI,I Sharma,7.0,6,0,38,0,5.42,1,,v South Africa,Durban,8 Dec 2013,
ODI,B Kumar,10.0,6,1,38,0,3.8,1,,v West Indies,Kochi,8 Oct 2014,
ODI,JJ Bumrah,10.0,6,0,38,0,3.8,1,,v Australia,Bengaluru,19 Jan 2020,
ODI,SN Thakur,7.0,6,0,38,0,5.42,1,,v West Indies,Ahmedabad,6 Feb 2022,
ODI,Mohammed Shami,7.0,6,0,38,0,5.42,1,,v England,Manchester,17 Jul 2022,
ODI,HH Pandya,6.4,6,0,38,0,5.7,2,,v West Indies,Bridgetown,29 Jul 2023,
ODI,RA Jadeja,8.0,6,0,38,0,4.75,1,,v Afghanistan,Delhi,11 Oct 2023,
ODI,S Venkataraghavan,12.0,6,0,39,0,3.25,2,,v New Zealand,Manchester,14 Jun 1975,
ODI,S Venkataraghavan,7.0,8,0,39,0,4.17,2,,v New Zealand,Christchurch,21 Feb 1976,
ODI,SM Patil,10.0,6,1,39,0,3.9,2,,v New Zealand,Brisbane,21 Dec 1980,
ODI,N Kapil Dev,11.0,6,1,39,0,3.54,1,,v England,The Oval,4 Jun 1982,
ODI,Yashpal Sharma,8.0,6,0,39,0,4.87,2,,v Pakistan,Karachi,21 Jan 1983,
ODI,N Kapil Dev,10.0,6,1,39,0,3.9,1,,v Sri Lanka,Sharjah,13 Apr 1986,
ODI,N Kapil Dev,8.0,6,2,39,0,4.87,1,,v West Indies,Georgetown,21 Mar 1989,
ODI,RJ Shastri,8.0,6,0,39,0,4.87,1,,v Pakistan,Sharjah,25 Oct 1991,
ODI,A Kumble,10.0,6,1,39,0,3.9,1,,v England,Bengaluru,26 Feb 1993,
ODI,N Kapil Dev,9.0,6,0,39,0,4.33,1,,v England,Gwalior,4 Mar 1993,
ODI,A Kumble,7.0,6,0,39,0,5.57,1,,v Sri Lanka,Hyderabad (Deccan),18 Feb 1994,
ODI,BKV Prasad,8.0,6,1,39,0,4.87,1,,v Australia,Sharjah,19 Apr 1994,
ODI,SR Tendulkar,8.0,6,0,39,0,4.87,1,,v Australia,Sharjah,19 Apr 1994,
ODI,SC Ganguly,10.0,6,0,39,0,3.9,1,,v Pakistan,Karachi,30 Sep 1997,
ODI,BKV Prasad,10.0,6,1,39,0,3.9,1,,v West Indies,Sharjah,16 Dec 1997,
ODI,AB Agarkar,7.0,6,0,39,0,5.57,1,,v New Zealand,Colombo (SSC),3 Jul 1998,
ODI,GK Pandey,10.0,6,1,39,0,3.9,1,,v Pakistan,Jaipur,24 Mar 1999,
ODI,DS Mohanty,6.0,6,0,39,0,6.5,1,,v Australia,Adelaide,26 Jan 2000,
ODI,V Sehwag,8.0,6,0,39,0,4.87,1,,v West Indies,Bulawayo,30 Jun 2001,
ODI,Harbhajan Singh,10.0,6,0,39,0,3.9,1,,v South Africa,East London,19 Oct 2001,
ODI,T Yohannan,5.0,6,0,39,0,7.8,2,,v Sri Lanka,Bristol,11 Jul 2002,
ODI,SB Bangar,5.0,6,0,39,0,7.8,1,,v West Indies,Vijayawada,24 Nov 2002,
ODI,D Mongia,7.0,6,0,39,0,5.57,1,,v Australia,Johannesburg,23 Mar 2003,
ODI,AB Agarkar,8.0,6,2,39,0,4.87,1,,v Zimbabwe,Hobart,14 Jan 2004,
ODI,M Kartik,5.0,6,0,39,0,7.8,2,,v Australia,W.A.C.A,1 Feb 2004,
ODI,V Sehwag,5.0,6,0,39,0,7.8,1,,v Pakistan,Rawalpindi,16 Mar 2004,
ODI,Z Khan,9.0,6,0,39,0,4.33,1,,v Sri Lanka,Dambulla,18 Jul 2004,
ODI,Harbhajan Singh,9.0,6,0,39,0,4.33,1,,v Pakistan,Delhi,17 Apr 2005,
ODI,S Sreesanth,5.0,6,0,39,0,7.8,2,,v England,Delhi,28 Mar 2006,
ODI,MM Patel,7.0,6,1,39,0,5.57,1,,v West Indies,Kingston,20 May 2006,
ODI,S Sreesanth,9.0,6,1,39,0,4.33,2,,v West Indies,Port of Spain,26 May 2006,
ODI,I Sharma,5.0,6,0,39,0,7.8,2,,v Sri Lanka,Colombo (RPS),5 Feb 2009,
ODI,Harbhajan Singh,8.0,6,0,39,0,4.87,1,,v New Zealand,Colombo (RPS),11 Sep 2009,
ODI,Yuvraj Singh,8.0,6,0,39,0,4.87,2,,v Australia,Nagpur,28 Oct 2009,
ODI,AB Dinda,5.0,6,1,39,0,7.8,2,,v Sri Lanka,Dambulla,22 Jun 2010,
ODI,A Nehra,5.0,6,0,39,0,7.8,2,,v Sri Lanka,Dambulla,22 Aug 2010,
ODI,MM Patel,8.0,6,0,39,0,4.87,2,,v New Zealand,Guwahati,28 Nov 2010,
ODI,RG Sharma,5.0,6,0,39,0,7.8,2,,v West Indies,Indore,8 Dec 2011,
ODI,Z Khan,6.0,6,0,39,0,6.5,2,,v Sri Lanka,Hambantota,24 Jul 2012,
ODI,JD Unadkat,6.0,6,0,39,0,6.5,1,,v West Indies,Kochi,21 Nov 2013,
ODI,JJ Bumrah,7.0,6,1,39,0,5.57,2,,v Australia,Eden Gardens,21 Sep 2017,
ODI,HH Pandya,5.3,6,0,39,0,7.09,2,,v England,Leeds,17 Jul 2018,
ODI,Kuldeep Yadav,8.0,6,0,39,0,4.87,1,,v New Zealand,Mount Maunganui,28 Jan 2019,
ODI,JJ Bumrah,10.0,6,0,39,0,3.9,1,,v Australia,Delhi,13 Mar 2019,
ODI,Kuldeep Yadav,10.0,6,0,39,0,3.9,2,,v Afghanistan,Southampton,22 Jun 2019,
ODI,Shahbaz Ahmed,9.0,6,0,39,0,4.33,2,,v Bangladesh,Mirpur,4 Dec 2022,
ODI,DR Doshi,10.0,6,0,40,0,4.0,2,,v Australia,Sydney,18 Dec 1980,
ODI,RS Ghai,8.0,6,0,40,0,5.0,2,,v England,Cuttack,27 Dec 1984,
ODI,C Sharma,7.0,6,1,40,0,5.71,1,,v Pakistan,Sharjah,17 Nov 1985,
ODI,RJ Shastri,10.0,6,1,40,0,4.0,2,,v Australia,Melbourne,9 Feb 1986,
ODI,RJ Shastri,8.0,6,0,40,0,5.0,1,,v Sri Lanka,Sharjah,13 Apr 1986,
ODI,RJ Shastri,8.0,6,0,40,0,5.0,1,,v Sri Lanka,Sharjah,27 Nov 1986,
ODI,RJ Shastri,7.0,6,0,40,0,5.71,1,,v Sri Lanka,Delhi,13 Jan 1987,
ODI,M Prabhakar,9.0,6,1,40,0,4.44,1,,v England,Wankhede,5 Nov 1987,
ODI,ND Hirwani,9.0,6,0,40,0,4.44,2,,v West Indies,Thiruvananthapuram,25 Jan 1988,
ODI,RJ Shastri,8.0,6,0,40,0,5.0,2,,v Australia,Sydney,14 Jan 1992,
ODI,ST Banerjee,6.0,6,1,40,0,6.66,2,,v New Zealand,Dunedin,12 Mar 1992,
ODI,RK Chauhan,9.0,6,0,40,0,4.44,1,,v Sri Lanka,Hyderabad (Deccan),18 Feb 1994,
ODI,N Kapil Dev,8.0,6,0,40,0,5.0,2,,v New Zealand,Wellington,30 Mar 1994,
ODI,A Kumble,10.0,6,0,40,0,4.0,2,,v New Zealand,Jamshedpur,15 Nov 1995,
ODI,BKV Prasad,7.0,6,0,40,0,5.71,2,,v Zimbabwe,Kanpur,6 Mar 1996,
ODI,AR Kapoor,10.0,6,0,40,0,4.0,1,,v Sri Lanka,Eden Gardens,13 Mar 1996,
ODI,SR Tendulkar,7.0,6,0,40,0,5.71,1,,v South Africa,Sharjah,14 Apr 1996,
ODI,A Kumble,10.0,6,1,40,0,4.0,2,,v Sri Lanka,Colombo (RPS),28 Aug 1996,
ODI,J Srinath,10.0,6,0,40,0,4.0,1,,v Pakistan,Toronto,23 Sep 1996,
ODI,A Kumble,9.4,6,1,40,0,4.13,2,,v South Africa,Rajkot,29 Oct 1996,
ODI,RR Singh,8.0,6,0,40,0,5.0,1,,v South Africa,Bloemfontein,23 Jan 1997,
ODI,BKV Prasad,10.0,6,0,40,0,4.0,1,,v New Zealand,Bengaluru,14 May 1997,
ODI,RK Chauhan,10.0,6,2,40,0,4.0,2,,v Pakistan,Hyderabad (Sind),28 Sep 1997,
ODI,RR Singh,7.0,6,0,40,0,5.71,1,,v Zimbabwe,Bulawayo,27 Sep 1998,
ODI,SB Joshi,7.0,6,0,40,0,5.71,1,,v Pakistan,Sharjah,13 Apr 1999,
ODI,J Srinath,8.0,6,0,40,0,5.0,2,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,AB Agarkar,5.0,6,0,40,0,8.0,1,,v England,Kanpur,28 Jan 2002,
ODI,Z Khan,10.0,6,2,40,0,4.0,1,,v England,Colombo (RPS),22 Sep 2002,
ODI,Harbhajan Singh,10.0,6,0,40,0,4.0,2,,v England,Durban,26 Feb 2003,
ODI,SR Tendulkar,8.0,6,0,40,0,5.0,2,,v New Zealand,Hyderabad (Deccan),15 Nov 2003,
ODI,SC Ganguly,5.0,6,0,40,0,8.0,1,,v Australia,Melbourne,9 Jan 2004,
ODI,L Balaji,5.5,6,0,40,0,6.85,2,,v Australia,Sydney,22 Jan 2004,
ODI,D Mongia,4.1,6,0,40,0,9.6,2,,v Pakistan,Kanpur,15 Apr 2005,
ODI,D Mongia,7.0,6,0,40,0,5.71,1,,v Pakistan,Delhi,17 Apr 2005,
