Format,Player,Overs,BPO,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
ODI,SK Raina,5.0,6,0,18,1,3.6,1,,v England,Rajkot,11 Jan 2013,
ODI,B Kumar,9.0,6,2,18,1,2.0,1,,v Sri Lanka,Cardiff,20 Jun 2013,
ODI,SK Raina,4.0,6,0,18,1,4.5,1,,v New Zealand,Hamilton,22 Jan 2014,
ODI,Kuldeep Yadav,5.0,6,1,18,1,3.6,1,,v West Indies,Thiruvananthapuram,1 Nov 2018,
ODI,JJ Bumrah,5.0,6,1,18,1,3.6,2,,v Pakistan,Colombo (RPS),10 Sep 2023,
ODI,AR Patel,6.0,6,0,18,1,3.0,1,,v Australia,Sydney,25 Oct 2025,
ODI,Maninder Singh,10.0,6,2,19,1,1.9,1,,v Sri Lanka,Sharjah,13 Apr 1986,
ODI,KBJ Azad,5.0,6,0,19,1,3.8,1,,v Sri Lanka,Sharjah,13 Apr 1986,
ODI,Maninder Singh,9.0,6,3,19,1,2.11,1,,v West Indies,Guwahati,23 Dec 1987,
ODI,C Sharma,6.0,6,3,19,1,3.16,2,,v Sri Lanka,Sharjah,25 Mar 1988,
ODI,ND Hirwani,6.0,6,0,19,1,3.16,1,,v Bangladesh,Chattogram,27 Oct 1988,
ODI,M Prabhakar,9.0,6,1,19,1,2.11,2,,v South Africa,Gwalior,12 Nov 1991,
ODI,M Prabhakar,6.0,6,2,19,1,3.16,2,,v Australia,W.A.C.A,8 Dec 1991,
ODI,N Kapil Dev,9.0,6,2,19,1,2.11,2,,v South Africa,Gqeberha,9 Dec 1992,
ODI,J Srinath,5.0,6,0,19,1,3.8,1,,v Zimbabwe,Guwahati,22 Mar 1993,
ODI,SR Tendulkar,3.0,6,0,19,1,6.33,1,,v South Africa,Durban,13 Feb 1997,
ODI,RR Singh,3.0,6,0,19,1,6.33,1,,v Australia,Melbourne,12 Jan 2000,
ODI,D Mongia,3.0,6,0,19,1,6.33,1,,v Pakistan,Centurion,1 Mar 2003,
ODI,Harbhajan Singh,6.0,6,2,19,1,3.16,2,,v Bangladesh,Dhaka,11 Apr 2003,
ODI,Harbhajan Singh,8.0,6,2,19,1,2.37,1,,v Australia,Melbourne,10 Feb 2008,
ODI,RP Singh,4.0,6,0,19,1,4.75,2,,v Hong Kong,Karachi,25 Jun 2008,
ODI,Z Khan,6.0,6,1,19,1,3.16,2,,v New Zealand,Napier,3 Mar 2009,
ODI,VR Aaron,3.0,6,0,19,1,6.33,2,,v England,Eden Gardens,25 Oct 2011,
ODI,RA Jadeja,10.0,6,2,19,1,1.9,2,,v Pakistan,Delhi,6 Jan 2013,
ODI,B Kumar,5.0,6,0,19,1,3.8,1,,v U.A.E.,W.A.C.A,28 Feb 2015,
ODI,M Vijay,3.0,6,0,19,1,6.33,2,,v Zimbabwe,Harare,14 Jul 2015,
ODI,SK Raina,3.0,6,0,19,1,6.33,1,,v South Africa,Wankhede,25 Oct 2015,
ODI,B Kumar,5.0,6,1,19,1,3.8,1,,v South Africa,Centurion,4 Feb 2018,
ODI,S Dube,4.0,6,0,19,1,4.75,1,,v Sri Lanka,Colombo (RPS),2 Aug 2024,
ODI,AR Patel,4.0,6,0,19,1,4.75,2,,v Australia,Perth,19 Oct 2025,
ODI,SA Ankola,4.0,6,1,20,1,5.0,1,,v Pakistan,Lahore,22 Dec 1989,
ODI,M Prabhakar,6.0,6,0,20,1,3.33,2,,v Australia,Adelaide,15 Dec 1991,
ODI,M Prabhakar,9.0,6,1,20,1,2.22,1,,v West Indies,Melbourne,16 Jan 1992,
ODI,N Kapil Dev,8.0,6,3,20,1,2.5,2,,v New Zealand,Christchurch,2 Apr 1994,
ODI,D Ganesh,5.0,6,0,20,1,4.0,2,,v Zimbabwe,Bulawayo,15 Feb 1997,
ODI,Harvinder Singh,5.0,6,0,20,1,4.0,1,,v Pakistan,Dhaka,14 Jan 1998,
ODI,Yuvraj Singh,6.0,6,1,20,1,3.33,1,,v Sri Lanka,Colombo (RPS),28 Jul 2001,
ODI,SR Tendulkar,3.0,6,0,20,1,6.66,2,,v West Indies,Port of Spain,2 Jun 2002,
ODI,Harbhajan Singh,10.0,6,1,20,1,2.0,2,,v Netherlands,Paarl,12 Feb 2003,
ODI,J Srinath,8.0,6,0,20,1,2.5,1,,v New Zealand,Centurion,14 Mar 2003,
ODI,Harbhajan Singh,10.0,6,2,20,1,2.0,1,,v Bangladesh,Colombo (SSC),21 Jul 2004,
ODI,SR Tendulkar,3.0,6,0,20,1,6.66,2,,v Pakistan,Kanpur,15 Apr 2005,
ODI,V Sehwag,3.0,6,1,20,1,6.66,2,,v Sri Lanka,Nagpur,25 Oct 2005,
ODI,MM Patel,8.0,6,2,20,1,2.5,2,,v Bermuda,Port of Spain,19 Mar 2007,
ODI,MM Patel,6.0,6,1,20,1,3.33,2,,v England,Rajkot,14 Nov 2008,
ODI,P Kumar,6.0,6,1,20,1,3.33,1,,v New Zealand,Chennai,10 Dec 2010,
ODI,V Kohli,3.0,6,0,20,1,6.66,1,,v England,Mohali,20 Oct 2011,
ODI,SK Raina,5.0,6,0,20,1,4.0,1,,v West Indies,Cuttack,29 Nov 2011,
ODI,R Ashwin,5.0,6,0,20,1,4.0,2,,v Sri Lanka,Port of Spain,9 Jul 2013,
ODI,JJ Bumrah,4.0,6,0,20,1,5.0,2,,v Australia,Chennai,17 Sep 2017,
ODI,AR Patel,7.0,6,1,20,1,2.85,1,,v Zimbabwe,Harare,20 Aug 2022,
ODI,S Abid Ali,11.0,6,3,21,1,1.9,2,,v England,The Oval,15 Jul 1974,
ODI,S Madan Lal,9.0,6,3,21,1,2.33,2,,v England,Leeds,2 Jun 1982,
ODI,N Kapil Dev,11.0,6,4,21,1,1.9,2,,v West Indies,Lord's,25 Jun 1983,
ODI,N Kapil Dev,7.0,6,0,21,1,3.0,2,,v England,Sydney,26 Feb 1985,
ODI,G Sharma,9.0,6,0,21,1,2.33,1,,v Sri Lanka,Colombo (SSC),25 Aug 1985,
ODI,M Amarnath,4.0,6,0,21,1,5.25,1,,v New Zealand,Adelaide,25 Jan 1986,
ODI,N Kapil Dev,9.0,6,2,21,1,2.33,1,,v Australia,Sydney,5 Feb 1986,
ODI,M Amarnath,5.0,6,0,21,1,4.2,1,,v Australia,Sydney,5 Feb 1986,
ODI,Maninder Singh,10.0,6,1,21,1,2.1,2,,v Pakistan,Pune,22 Mar 1987,
ODI,SK Sharma,6.0,6,0,21,1,3.5,2,,v New Zealand,Sharjah,1 Apr 1988,
ODI,M Amarnath,6.0,6,0,21,1,3.5,1,,v Sri Lanka,Dhaka,4 Nov 1988,
ODI,M Prabhakar,6.0,6,0,21,1,3.5,2,,v West Indies,Eden Gardens,27 Nov 1993,
ODI,RK Chauhan,5.0,6,0,21,1,4.2,1,,v Sri Lanka,Colombo (SSC),17 Sep 1994,
ODI,J Srinath,8.0,6,3,21,1,2.62,1,,v Bangladesh,Sharjah,5 Apr 1995,
ODI,BKV Prasad,7.0,6,1,21,1,3.0,1,,v New Zealand,Colombo (RPS),23 Jun 1998,
ODI,HH Kanitkar,5.0,6,0,21,1,4.2,1,,v New Zealand,Colombo (SSC),3 Jul 1998,
ODI,R Dravid,4.0,6,0,21,1,5.25,1,,v Pakistan,Jaipur,24 Mar 1999,
ODI,Z Khan,6.0,6,1,21,1,3.5,2,,v West Indies,Vadodara,31 Jan 2007,
ODI,RP Singh,6.0,6,1,21,1,3.5,1,,v South Africa,Belfast,29 Jun 2007,
ODI,IK Pathan,5.0,6,0,21,1,4.2,1,,v Sri Lanka,Dambulla,20 Aug 2008,
ODI,RA Jadeja,3.0,6,0,21,1,7.0,2,,v New Zealand,Dambulla,25 Aug 2010,
ODI,SK Raina,4.0,6,0,21,1,5.25,1,,v South Africa,Durban,12 Jan 2011,
ODI,A Mishra,10.0,6,1,21,1,2.1,1,,v Afghanistan,Mirpur,5 Mar 2014,
ODI,MM Sharma,5.0,6,0,21,1,4.2,2,,v South Africa,Indore,14 Oct 2015,
ODI,JJ Bumrah,5.0,6,0,21,1,4.2,2,,v South Africa,Johannesburg,10 Feb 2018,
ODI,RA Jadeja,4.0,6,0,21,1,5.25,1,,v England,Manchester,17 Jul 2022,
ODI,SN Thakur,9.0,6,1,21,1,2.33,2,,v Bangladesh,Mirpur,4 Dec 2022,
ODI,RJ Shastri,6.0,6,0,22,1,3.66,1,,v Sri Lanka,Colombo (PSS),21 Sep 1985,
ODI,N Kapil Dev,8.0,6,1,22,1,2.75,2,,v West Indies,Rajkot,5 Jan 1988,
ODI,SK Sharma,9.0,6,2,22,1,2.44,1,,v Bangladesh,Chattogram,27 Oct 1988,
ODI,J Srinath,7.0,6,1,22,1,3.14,2,,v South Africa,Mohali,22 Nov 1993,
ODI,A Kumble,5.0,6,0,22,1,4.4,1,,v Sri Lanka,Colombo (SSC),17 Sep 1994,
ODI,J Srinath,7.0,6,1,22,1,3.14,2,,v New Zealand,Delhi,3 Nov 1994,
ODI,SR Tendulkar,3.0,6,0,22,1,7.33,1,,v Pakistan,Toronto,21 Sep 1996,
ODI,SR Tendulkar,5.0,6,0,22,1,4.4,1,,v Sri Lanka,Colombo (SSC),24 Aug 1997,
ODI,DS Mohanty,7.0,6,0,22,1,3.14,2,,v Pakistan,Toronto,13 Sep 1997,
ODI,Harvinder Singh,3.0,6,0,22,1,7.33,1,,v Pakistan,Toronto,17 Sep 1997,
ODI,PL Mhambrey,6.0,6,1,22,1,3.66,1,,v Bangladesh,Wankhede,25 May 1998,
ODI,A Kumble,8.0,6,0,22,1,2.75,1,,v Sri Lanka,Colombo (SSC),1 Jul 1998,
ODI,J Srinath,4.0,6,0,22,1,5.5,2,,v New Zealand,Wellington,14 Jan 1999,
ODI,SC Ganguly,5.0,6,0,22,1,4.4,1,,v Zimbabwe,Leicester,19 May 1999,
ODI,A Jadeja,4.0,6,0,22,1,5.5,1,,v Zimbabwe,Leicester,19 May 1999,
ODI,SR Tendulkar,4.0,6,0,22,1,5.5,1,,v Zimbabwe,Cuttack,2 Dec 2000,
ODI,A Kumble,8.0,6,0,22,1,2.75,2,,v Kenya,Paarl,24 Oct 2001,
ODI,Harbhajan Singh,7.0,6,0,22,1,3.14,1,,v West Indies,Bridgetown,29 May 2002,
ODI,A Nehra,6.0,6,0,22,1,3.66,1,,v Sri Lanka,Colombo (RPS),1 Aug 2004,
ODI,V Sehwag,4.0,6,0,22,1,5.5,2,,v Pakistan,Birmingham,19 Sep 2004,
ODI,A Nehra,6.0,6,2,22,1,3.66,2,,v Pakistan,Kochi,2 Apr 2005,
ODI,V Sehwag,5.0,6,0,22,1,4.4,1,,v South Africa,Gqeberha,29 Nov 2006,
ODI,SC Ganguly,4.0,6,0,22,1,5.5,1,,v Sri Lanka,Port of Spain,23 Mar 2007,
ODI,Z Khan,9.0,6,1,22,1,2.44,1,,v Australia,Wankhede,17 Oct 2007,
ODI,P Kumar,8.2,6,1,22,1,2.64,2,,v Sri Lanka,Colombo (RPS),31 Jan 2009,
ODI,YK Pathan,4.0,6,0,22,1,5.5,2,,v New Zealand,Napier,3 Mar 2009,
ODI,P Kumar,4.0,6,0,22,1,5.5,2,,v New Zealand,Auckland,14 Mar 2009,
ODI,A Nehra,5.0,6,1,22,1,4.4,1,,v Netherlands,Delhi,9 Mar 2011,
ODI,AR Patel,7.3,6,0,22,1,2.93,1,,v Zimbabwe,Harare,13 Jun 2016,
ODI,JJ Bumrah,7.0,6,0,22,1,3.14,2,,v South Africa,Gqeberha,13 Feb 2018,
ODI,Mukesh Kumar,5.0,6,1,22,1,4.4,1,,v West Indies,Bridgetown,27 Jul 2023,
ODI,HH Pandya,4.0,6,0,22,1,5.5,2,,v New Zealand,Dubai (DICS),2 Mar 2025,
ODI,S Madan Lal,10.0,6,0,23,1,2.3,2,,v England,The Oval,15 Jul 1974,
ODI,M Amarnath,4.0,6,0,23,1,5.75,2,,v West Indies,St George's,7 Apr 1983,
ODI,RMH Binny,10.0,6,1,23,1,2.3,2,,v West Indies,Lord's,25 Jun 1983,
ODI,RJ Shastri,10.0,6,2,23,1,2.3,2,,v West Indies,Vadodara,9 Nov 1983,
ODI,RJ Shastri,9.0,6,1,23,1,2.55,1,,v Australia,Melbourne,16 Jan 1986,
ODI,M Prabhakar,7.0,6,0,23,1,3.28,1,,v New Zealand,Nagpur,31 Oct 1987,
ODI,WV Raman,2.0,6,0,23,1,11.5,2,,v New Zealand,Sharjah,1 Apr 1988,
ODI,Arshad Ayub,9.0,6,0,23,1,2.55,1,,v New Zealand,Cuttack,12 Dec 1988,
ODI,C Sharma,8.0,6,0,23,1,2.87,2,,v West Indies,Port of Spain,11 Mar 1989,
ODI,N Kapil Dev,8.0,6,1,23,1,2.87,1,,v West Indies,Delhi,23 Oct 1989,
ODI,SR Tendulkar,4.0,6,0,23,1,5.75,2,,v Sri Lanka,Jalandhar,20 Feb 1994,
ODI,BKV Prasad,7.0,6,3,23,1,3.28,2,,v West Indies,Eden Gardens,5 Nov 1994,
ODI,A Kumble,4.0,6,0,23,1,5.75,2,,v West Indies,Port of Spain,26 Apr 1997,
ODI,BKV Prasad,5.0,6,1,23,1,4.6,1,,v New Zealand,Colombo (SSC),3 Jul 1998,
ODI,S Ramesh,3.0,6,0,23,1,7.66,1,,v West Indies,Singapore,5 Sep 1999,
ODI,BKV Prasad,8.0,6,1,23,1,2.87,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,SC Ganguly,5.0,6,0,23,1,4.6,1,,v New Zealand,Napier,29 Dec 2002,
ODI,SR Tendulkar,3.0,6,0,23,1,7.66,2,,v Sri Lanka,Colombo (RPS),27 Jul 2004,
ODI,SK Raina,4.0,6,0,23,1,5.75,1,,v West Indies,Dambulla,31 Jul 2005,
ODI,AB Agarkar,8.0,6,2,23,1,2.87,2,,v West Indies,Cuttack,24 Jan 2007,
ODI,IK Pathan,5.0,6,0,23,1,4.6,1,,v Australia,Wankhede,17 Oct 2007,
ODI,IK Pathan,10.0,6,2,23,1,2.3,1,,v Sri Lanka,Hobart,26 Feb 2008,
ODI,SK Raina,4.0,6,0,23,1,5.75,1,,v Australia,Delhi,31 Oct 2009,
ODI,Yuvraj Singh,4.0,6,0,23,1,5.75,1,,v New Zealand,Dambulla,10 Aug 2010,
ODI,YK Pathan,4.0,6,0,23,1,5.75,1,,v New Zealand,Jaipur,1 Dec 2010,
ODI,Mohammed Shami,9.0,6,4,23,1,2.55,2,,v Pakistan,Delhi,6 Jan 2013,
ODI,Mohammed Shami,8.0,6,0,23,1,2.87,1,,v England,Ranchi,19 Jan 2013,
ODI,B Kumar,5.0,6,1,23,1,4.6,2,,v Pakistan,Birmingham,4 Jun 2017,
ODI,HH Pandya,4.0,6,0,23,1,5.75,1,,v New Zealand,Pune,25 Oct 2017,
ODI,JJ Bumrah,5.0,6,1,23,1,4.6,1,,v Sri Lanka,Colombo (RPS),17 Sep 2023,
ODI,BS Bedi,7.0,8,0,24,1,2.57,2,,v New Zealand,Christchurch,21 Feb 1976,
ODI,SM Patil,10.0,6,3,24,1,2.4,2,,v New Zealand,W.A.C.A,9 Dec 1980,
ODI,S Madan Lal,8.0,6,2,24,1,3.0,2,,v Sri Lanka,Amritsar,12 Sep 1982,
ODI,S Venkataraghavan,8.0,6,0,24,1,3.0,2,,v West Indies,St George's,7 Apr 1983,
ODI,Maninder Singh,5.0,6,0,24,1,4.8,1,,v Pakistan,Quetta,12 Oct 1984,
ODI,RMH Binny,3.0,6,0,24,1,8.0,2,,v Pakistan,Sharjah,22 Mar 1985,
ODI,NS Yadav,7.0,6,1,24,1,3.42,2,,v Australia,Brisbane,12 Jan 1986,
ODI,RJ Shastri,4.0,6,0,24,1,6.0,2,,v West Indies,Faridabad,19 Jan 1988,
ODI,N Kapil Dev,9.0,6,2,24,1,2.66,2,,v West Indies,Sharjah,16 Oct 1988,
ODI,Maninder Singh,8.0,6,1,24,1,3.0,1,,v Pakistan,Lahore,22 Dec 1989,
ODI,A Jadeja,5.0,6,0,24,1,4.8,2,,v Zimbabwe,Harare,25 Oct 1992,
ODI,SR Tendulkar,7.0,6,1,24,1,3.42,2,,v West Indies,Eden Gardens,27 Nov 1993,
ODI,SA Ankola,7.0,6,0,24,1,3.42,1,,v New Zealand,Napier,25 Mar 1994,
ODI,J Srinath,7.0,6,0,24,1,3.42,1,,v West Indies,Chennai,23 Oct 1994,
ODI,SR Tendulkar,4.0,6,0,24,1,6.0,2,,v Pakistan,Dhaka,11 Jan 1998,
ODI,BKV Prasad,10.0,6,1,24,1,2.4,1,,v New Zealand,Auckland,16 Jan 1999,
ODI,Z Khan,6.0,6,0,24,1,4.0,2,,v Zimbabwe,Ahmedabad,5 Dec 2000,
ODI,A Kumble,7.0,6,0,24,1,3.42,2,,v Australia,Centurion,15 Feb 2003,
ODI,A Nehra,10.0,6,3,24,1,2.4,1,,v New Zealand,Centurion,14 Mar 2003,
ODI,V Sehwag,5.0,6,0,24,1,4.8,1,,v Bangladesh,Colombo (SSC),21 Jul 2004,
ODI,Yuvraj Singh,6.0,6,0,24,1,4.0,2,,v England,Lord's,5 Sep 2004,
ODI,V Sehwag,5.0,6,0,24,1,4.8,1,,v South Africa,Wankhede,28 Nov 2005,
ODI,AB Agarkar,8.0,6,1,24,1,3.0,2,,v West Indies,Port of Spain,26 May 2006,
ODI,Harbhajan Singh,10.0,6,2,24,1,2.4,1,,v Australia,Kuala Lumpur,22 Sep 2006,
ODI,SR Tendulkar,4.0,6,0,24,1,6.0,1,,v Ireland,Belfast,23 Jun 2007,
ODI,Yuvraj Singh,6.0,6,0,24,1,4.0,2,,v Sri Lanka,Colombo (RPS),14 Sep 2009,
ODI,S Tyagi,6.0,6,2,24,1,4.0,1,,v Bangladesh,Mirpur,11 Jan 2010,
ODI,Harbhajan Singh,10.0,6,2,24,1,2.4,1,,v West Indies,North Sound,11 Jun 2011,
ODI,SK Raina,6.1,6,0,24,1,3.89,2,,v West Indies,Chennai,11 Dec 2011,
ODI,Mohammed Shami,4.0,6,1,24,1,6.0,2,,v England,Kochi,15 Jan 2013,
ODI,JD Unadkat,7.0,6,0,24,1,3.42,1,,v Zimbabwe,Harare,28 Jul 2013,
ODI,SK Raina,5.0,6,0,24,1,4.8,1,,v Bangladesh,Mirpur,15 Jun 2014,
ODI,SK Raina,5.0,6,0,24,1,4.8,2,,v Sri Lanka,Cuttack,2 Nov 2014,
ODI,HH Pandya,5.2,6,0,24,1,4.5,1,,v Sri Lanka,Pallekele,24 Aug 2017,
ODI,HH Pandya,4.0,6,0,24,1,6.0,1,,v Australia,Sydney,29 Nov 2020,
ODI,DJ Hooda,4.0,6,0,24,1,6.0,2,,v West Indies,Ahmedabad,9 Feb 2022,
ODI,Mohammed Siraj,5.0,6,1,24,1,4.8,1,,v Australia,Sydney,25 Oct 2025,
ODI,N Kapil Dev,8.2,6,2,25,1,3.0,1,,v Australia,Melbourne,16 Jan 1986,
ODI,RMH Binny,8.1,6,0,25,1,3.06,2,,v New Zealand,W.A.C.A,18 Jan 1986,
ODI,S Madan Lal,9.0,6,0,25,1,2.77,2,,v Pakistan,Sharjah,5 Dec 1986,
ODI,S Madan Lal,9.0,6,1,25,1,2.77,1,,v Sri Lanka,Guwahati,11 Jan 1987,
ODI,C Sharma,7.0,6,1,25,1,3.57,2,,v Pakistan,Indore,27 Jan 1987,
ODI,RJ Shastri,9.0,6,0,25,1,2.77,2,,v New Zealand,Sharjah,1 Apr 1988,
ODI,AK Sharma,7.0,6,0,25,1,3.57,1,,v New Zealand,Cuttack,12 Dec 1988,
ODI,ND Hirwani,10.0,6,2,25,1,2.5,2,,v Australia,Hamilton,8 Mar 1990,
ODI,SR Tendulkar,10.0,6,1,25,1,2.5,2,,v South Africa,Cape Town,7 Dec 1992,
ODI,J Srinath,7.0,6,0,25,1,3.57,2,,v West Indies,Eden Gardens,5 Nov 1994,
ODI,SB Joshi,7.0,6,0,25,1,3.57,2,,v South Africa,Wankhede,14 Dec 1996,
ODI,SC Ganguly,5.0,6,0,25,1,5.0,2,,v Sri Lanka,Colombo (RPS),26 Jul 1997,
ODI,Harvinder Singh,5.0,6,0,25,1,5.0,2,,v New Zealand,Sharjah,20 Apr 1998,
ODI,BKV Prasad,9.0,6,1,25,1,2.77,2,,v England,Birmingham,29 May 1999,
ODI,LR Shukla,5.0,6,0,25,1,5.0,1,,v West Indies,Singapore,5 Sep 1999,
ODI,A Kumble,10.0,6,2,25,1,2.5,1,,v Pakistan,Hobart,21 Jan 2000,
ODI,HK Badani,5.0,6,0,25,1,5.0,1,,v New Zealand,Colombo (RPS),20 Jul 2001,
ODI,AB Agarkar,7.0,6,0,25,1,3.57,1,,v South Africa,Bengaluru,19 Nov 2005,
ODI,Z Khan,8.2,6,0,25,1,3.0,2,,v West Indies,Cuttack,24 Jan 2007,
ODI,Z Khan,7.2,6,2,25,1,3.4,2,,v Pakistan,Kanpur,11 Nov 2007,
ODI,RP Singh,4.0,6,0,25,1,6.25,2,,v England,Rajkot,14 Nov 2008,
ODI,MM Patel,4.5,6,0,25,1,5.17,1,,v Ireland,Bengaluru,6 Mar 2011,
ODI,MM Sharma,6.0,6,0,25,1,4.16,1,,v Zimbabwe,Bulawayo,3 Aug 2013,
ODI,B Kumar,4.0,6,0,25,1,6.25,2,,v Australia,Chennai,17 Sep 2017,
ODI,KBJ Azad,3.0,6,1,26,1,8.66,1,,v New Zealand,Brisbane,18 Jan 1981,
ODI,N Kapil Dev,5.0,6,0,26,1,5.2,1,,v Sri Lanka,Colombo (PSS),21 Sep 1985,
ODI,M Amarnath,5.0,6,0,26,1,5.2,2,,v New Zealand,Melbourne,23 Jan 1986,
ODI,M Azharuddin,7.0,6,0,26,1,3.71,1,,v New Zealand,Nagpur,31 Oct 1987,
ODI,N Kapil Dev,9.2,6,2,26,1,2.78,2,,v Sri Lanka,Sharjah,25 Mar 1988,
ODI,AK Sharma,5.0,6,0,26,1,5.2,1,,v West Indies,Bridgetown,7 Mar 1989,
ODI,M Prabhakar,9.0,6,1,26,1,2.88,1,,v West Indies,Delhi,23 Oct 1989,
ODI,K Srikkanth,4.0,6,0,26,1,6.5,1,,v Pakistan,Eden Gardens,28 Oct 1989,
ODI,ST Banerjee,8.0,6,1,26,1,3.25,2,,v Australia,W.A.C.A,8 Dec 1991,
ODI,BKV Prasad,7.0,6,0,26,1,3.71,2,,v New Zealand,Delhi,3 Nov 1994,
ODI,AR Kapoor,7.0,6,0,26,1,3.71,1,,v New Zealand,Pune,24 Nov 1995,
ODI,J Srinath,10.0,6,1,26,1,2.6,2,,v Sri Lanka,Margao,28 Dec 1997,
ODI,N Chopra,10.0,6,2,26,1,2.6,1,,v West Indies,Toronto,12 Sep 1999,
ODI,SC Ganguly,6.0,6,1,26,1,4.33,2,,v Pakistan,Brisbane,10 Jan 2000,
ODI,A Kumble,10.0,6,1,26,1,2.6,2,,v South Africa,Sharjah,27 Mar 2000,
ODI,RR Singh,6.0,6,0,26,1,4.33,2,,v Australia,Nairobi (Gym),7 Oct 2000,
ODI,Z Khan,6.0,6,0,26,1,4.33,2,,v Australia,Pune,28 Mar 2001,
ODI,Z Khan,9.0,6,2,26,1,2.88,2,,v New Zealand,Christchurch,1 Jan 2003,
ODI,A Nehra,9.0,6,0,26,1,2.88,1,,v Bangladesh,Colombo (SSC),21 Jul 2004,
ODI,RR Powar,10.0,6,0,26,1,2.6,2,,v England,Manchester,30 Aug 2007,
ODI,SK Raina,8.0,6,0,26,1,3.25,2,,v Sri Lanka,Colombo (RPS),14 Sep 2009,
ODI,V Sehwag,4.0,6,0,26,1,6.5,1,,v Sri Lanka,Cuttack,21 Dec 2009,
ODI,RA Jadeja,7.2,6,0,26,1,3.54,2,,v England,Dharamsala,27 Jan 2013,
ODI,AR Patel,10.0,6,1,26,1,2.6,1,,v Zimbabwe,Harare,11 Jun 2016,
ODI,SN Thakur,7.0,6,0,26,1,3.71,2,,v Sri Lanka,Colombo (RPS),31 Aug 2017,
ODI,RA Jadeja,5.0,6,0,26,1,5.2,1,,v West Indies,Port of Spain,14 Aug 2019,
ODI,KH Pandya,10.0,6,1,26,1,2.6,1,,v Sri Lanka,Colombo (RPS),18 Jul 2021,
ODI,Mohammed Siraj,8.0,6,2,26,1,3.25,1,,v West Indies,Ahmedabad,6 Feb 2022,
ODI,M Prasidh Krishna,5.0,6,0,26,1,5.2,1,,v England,The Oval,12 Jul 2022,
ODI,SN Thakur,6.0,6,1,26,1,4.33,1,,v New Zealand,Raipur,21 Jan 2023,
ODI,SN Thakur,4.0,6,0,26,1,6.5,1,,v Nepal,Pallekele,4 Sep 2023,
ODI,Mohammed Siraj,6.3,6,1,26,1,4.0,1,,v Australia,Chennai,8 Oct 2023,
ODI,N Kapil Dev,8.0,6,0,27,1,3.37,2,,v Pakistan,Quetta,1 Oct 1978,
ODI,N Kapil Dev,8.0,6,1,27,1,3.37,2,,v Australia,Sydney,18 Dec 1980,
ODI,Yashpal Sharma,3.0,6,0,27,1,9.0,1,,v England,The Oval,4 Jun 1982,
ODI,M Amarnath,4.0,6,0,27,1,6.75,1,,v Australia,Nottingham,13 Jun 1983,
ODI,AK Patel,10.0,6,2,27,1,2.7,1,,v Australia,New Delhi,28 Sep 1984,
ODI,N Kapil Dev,8.0,6,1,27,1,3.37,2,,v Australia,Ahmedabad,5 Oct 1984,
ODI,M Prabhakar,10.0,6,1,27,1,2.7,2,,v England,Pune,5 Dec 1984,
ODI,S Madan Lal,9.0,6,2,27,1,3.0,1,,v Pakistan,Melbourne,20 Feb 1985,
ODI,RR Kulkarni,5.0,6,0,27,1,5.4,2,,v Pakistan,Jamshedpur,26 Mar 1987,
ODI,M Amarnath,4.0,6,0,27,1,6.75,1,,v Sri Lanka,Dhaka,29 Oct 1988,
ODI,SR Tendulkar,5.0,6,0,27,1,5.4,1,,v South Africa,Eden Gardens,10 Nov 1991,
ODI,J Srinath,9.0,6,3,27,1,3.0,2,,v West Indies,Brisbane,11 Jan 1992,
ODI,N Kapil Dev,8.1,6,1,27,1,3.3,2,,v Zimbabwe,Harare,25 Oct 1992,
ODI,N Kapil Dev,10.0,6,4,27,1,2.7,1,,v South Africa,East London,19 Dec 1992,
ODI,N Kapil Dev,8.0,6,1,27,1,3.37,1,,v England,Bengaluru,26 Feb 1993,
ODI,M Prabhakar,7.0,6,2,27,1,3.85,1,,v Sri Lanka,Kanpur,7 Nov 1993,
ODI,SR Tendulkar,10.0,6,2,27,1,2.7,1,,v Sri Lanka,Kanpur,7 Nov 1993,
ODI,A Kumble,7.0,6,0,27,1,3.85,2,,v West Indies,Eden Gardens,5 Nov 1994,
ODI,SB Joshi,9.0,6,1,27,1,3.0,2,,v Pakistan,Toronto,18 Sep 1996,
ODI,A Kumble,9.0,6,0,27,1,3.0,2,,v Zimbabwe,Vadodara,5 Apr 1998,
ODI,SR Tendulkar,5.0,6,0,27,1,5.4,1,,v Australia,Sharjah,22 Apr 1998,
ODI,A Kumble,10.0,6,3,27,1,2.7,1,,v Pakistan,Sharjah,13 Apr 1999,
ODI,A Kumble,8.0,6,0,27,1,3.37,2,,v Sri Lanka,Taunton,26 May 1999,
ODI,RR Singh,4.0,6,0,27,1,6.75,2,,v New Zealand,Nottingham,12 Jun 1999,
ODI,R Vijay Bharadwaj,4.0,6,0,27,1,6.75,2,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,SC Ganguly,5.0,6,0,27,1,5.4,2,,v England,Eden Gardens,19 Jan 2002,
ODI,Z Khan,9.0,6,2,27,1,3.0,2,,v South Africa,Colombo (RPS),25 Sep 2002,
ODI,SC Ganguly,6.0,6,0,27,1,4.5,1,,v New Zealand,Wellington,8 Jan 2003,
